"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Salmon Creek",2014,0.024,0.022,0.002,0.017,0.084
"SF Toutle",2014,0.194,0.022,0.152,0.193,0.239
"Tilton",2014,0.354,0.007,0.339,0.354,0.367
"Upper Cowlitz and Cispus",2014,0.767,0.003,0.761,0.767,0.773
"Washougal",2014,0.676,0.055,0.566,0.678,0.779
"Coweeman",2015,0.203,0.076,0.079,0.196,0.364
"EF Lewis",2015,0.204,0.101,0.053,0.189,0.441
"Elochoman, Skamokawa",2015,0.359,0.105,0.173,0.352,0.578
"Grays, Chinook",2015,0.465,0.12,0.237,0.462,0.697
"Kalama",2015,0.876,0.043,0.781,0.881,0.947
"Lower Cowlitz",2015,0.094,0.06,0.028,0.078,0.258
"Lower Gorge",2015,0.143,0.079,0.034,0.13,0.336
"Mill, Abernathy, Germany, Coal",2015,0.074,0.015,0.047,0.072,0.107
"NF Lewis",2015,0.777,0.029,0.715,0.78,0.826
"NF Toutle",2015,0.554,0.095,0.366,0.553,0.742
"Salmon Creek",2015,0.046,0.055,0.002,0.027,0.209
"SF Toutle",2015,0.494,0.08,0.341,0.495,0.646
"Tilton",2015,0.528,0.016,0.493,0.53,0.557
"Upper Cowlitz and Cispus",2015,0.711,0.014,0.682,0.712,0.738
"Washougal",2015,0.615,0.111,0.382,0.623,0.811
"Coweeman",2016,0.163,0.071,0.052,0.152,0.323
"EF Lewis",2016,0.384,0.153,0.12,0.374,0.702
"Elochoman, Skamokawa",2016,0.344,0.114,0.136,0.339,0.577
"Grays, Chinook",2016,0.569,0.104,0.355,0.573,0.763
"Kalama",2016,0.658,0.162,0.298,0.678,0.906
"Lower Cowlitz",2016,0.103,0.067,0.026,0.085,0.275
"Lower Gorge",2016,0.084,0.046,0.021,0.076,0.193
"Mill, Abernathy, Germany, Coal",2016,0.13,0.012,0.108,0.129,0.155
"NF Lewis",2016,0.625,0.033,0.55,0.628,0.682
"NF Toutle",2016,0.618,0.052,0.517,0.619,0.716
"Salmon Creek",2016,0.072,0.074,0.004,0.046,0.278
"SF Toutle",2016,0.232,0.066,0.117,0.226,0.369
"Tilton",2016,0.618,0.013,0.59,0.619,0.64
"Upper Cowlitz and Cispus",2016,0.906,0.004,0.899,0.906,0.913
"Washougal",2016,0.714,0.073,0.556,0.718,0.842
"Coweeman",2017,0.127,0.082,0.022,0.109,0.331
"EF Lewis",2017,0.373,0.106,0.178,0.37,0.587
"Elochoman, Skamokawa",2017,0.276,0.135,0.066,0.259,0.575
"Grays, Chinook",2017,0.65,0.104,0.432,0.656,0.838
"Kalama",2017,0.607,0.191,0.204,0.629,0.91
"Lower Cowlitz",2017,0.241,0.131,0.05,0.221,0.544
"Lower Gorge",2017,0.159,0.092,0.033,0.142,0.385
"Mill, Abernathy, Germany, Coal",2017,0.083,0.011,0.064,0.083,0.106
"NF Lewis",2017,0.522,0.026,0.464,0.523,0.568
"NF Toutle",2017,0.287,0.128,0.105,0.264,0.603
"Salmon Creek",2017,0.132,0.102,0.014,0.105,0.39
"SF Toutle",2017,0.11,0.075,0.018,0.091,0.296
"Tilton",2017,0.5,0.008,0.484,0.501,0.515
"Upper Cowlitz and Cispus",2017,0.552,0.007,0.537,0.552,0.566
"Washougal",2017,0.75,0.059,0.622,0.755,0.853
"Coweeman",2018,0.258,0.159,0.035,0.234,0.609
"EF Lewis",2018,0.135,0.062,0.04,0.127,0.28
"Elochoman, Skamokawa",2018,0.419,0.135,0.155,0.421,0.673
"Grays, Chinook",2018,0.672,0.105,0.439,0.679,0.849
"Kalama",2018,0.664,0.154,0.305,0.685,0.9
"Lower Cowlitz",2018,0.104,0.069,0.027,0.084,0.29
"Lower Gorge",2018,0.208,0.085,0.072,0.2,0.395
"Mill, Abernathy, Germany, Coal",2018,0.155,0.022,0.114,0.154,0.203
"NF Lewis",2018,0.669,0.057,0.544,0.674,0.764
"NF Toutle",2018,0.288,0.127,0.092,0.271,0.585
"Salmon Creek",2018,0.12,0.066,0.026,0.109,0.279
"SF Toutle",2018,0.1,0.079,0.014,0.076,0.315
"Tilton",2018,0.701,0.01,0.679,0.701,0.719
"Upper Cowlitz and Cispus",2018,0.971,0.002,0.967,0.971,0.975
"Washougal",2018,0.69,0.097,0.482,0.696,0.855
"Coweeman",2019,0.261,0.091,0.105,0.254,0.456
"EF Lewis",2019,0.096,0.056,0.021,0.084,0.235
"Elochoman, Skamokawa",2019,0.377,0.118,0.164,0.376,0.605
"Grays, Chinook",2019,0.552,0.14,0.266,0.56,0.809
"Kalama",2019,0.534,0.178,0.189,0.538,0.844
"Lower Cowlitz",2019,0.08,0.047,0.026,0.067,0.206
"Lower Gorge",2019,0.275,0.103,0.1,0.267,0.5
"Mill, Abernathy, Germany, Coal",2019,0.268,0.022,0.228,0.267,0.313
"NF Lewis",2019,0.529,0.052,0.421,0.532,0.622
"NF Toutle",2019,0.226,0.084,0.092,0.215,0.425
"Salmon Creek",2019,0.113,0.072,0.02,0.097,0.295
"SF Toutle",2019,0.113,0.057,0.031,0.104,0.248
"Tilton",2019,0.783,0.007,0.769,0.783,0.795
"Upper Cowlitz and Cispus",2019,0.633,0.007,0.619,0.633,0.645
"Washougal",2019,0.551,0.087,0.377,0.554,0.709
"Coweeman",2020,0.165,0.07,0.057,0.155,0.32
"EF Lewis",2020,0.098,0.053,0.025,0.088,0.225
"Elochoman, Skamokawa",2020,0.23,0.107,0.062,0.218,0.467
"Grays, Chinook",2020,0.416,0.133,0.162,0.415,0.676
"Kalama",2020,0.735,0.091,0.537,0.744,0.884
"Lower Cowlitz",2020,0.074,0.037,0.032,0.065,0.172
"Lower Gorge",2020,0.112,0.073,0.02,0.096,0.304
"Mill, Abernathy, Germany, Coal",2020,0.125,0.04,0.06,0.12,0.211
"NF Lewis",2020,0.569,0.02,0.537,0.567,0.613
"NF Toutle",2020,0.174,0.059,0.082,0.167,0.311
"Salmon Creek",2020,0.112,0.067,0.022,0.098,0.277
"SF Toutle",2020,0.065,0.036,0.016,0.058,0.154
"Tilton",2020,0.818,0.005,0.809,0.818,0.827
"Upper Cowlitz and Cispus",2020,0.58,0.005,0.57,0.58,0.589
"Washougal",2020,0.612,0.068,0.471,0.614,0.739
"Coweeman",2021,0.213,0.063,0.106,0.209,0.349
"EF Lewis",2021,0.074,0.026,0.032,0.071,0.13
"Elochoman, Skamokawa",2021,0.459,0.05,0.36,0.458,0.554
"Grays, Chinook",2021,0.573,0.066,0.439,0.576,0.695
"Kalama",2021,0.744,0.085,0.558,0.751,0.886
"Lower Cowlitz",2021,0.153,0.04,0.09,0.148,0.246
"Lower Gorge",2021,0.073,0.039,0.019,0.065,0.168
"Mill, Abernathy, Germany, Coal",2021,0.145,0.026,0.098,0.144,0.2
"NF Lewis",2021,0.587,0.032,0.523,0.587,0.651
"NF Toutle",2021,0.157,0.072,0.06,0.144,0.335
"Salmon Creek",2021,0.055,0.043,0.007,0.043,0.168
"SF Toutle",2021,0.114,0.036,0.055,0.11,0.193
"Tilton",2021,0.571,0.012,0.545,0.572,0.592
"Upper Cowlitz and Cispus",2021,0.671,0.004,0.664,0.671,0.677
"Washougal",2021,0.188,0.069,0.075,0.181,0.341
"Coweeman",2022,0.117,0.053,0.039,0.109,0.24
"EF Lewis",2022,0.097,0.048,0.028,0.089,0.213
"Elochoman, Skamokawa",2022,0.178,0.083,0.053,0.166,0.366
"Grays, Chinook",2022,0.435,0.125,0.196,0.435,0.676
"Kalama",2022,0.593,0.073,0.442,0.595,0.73
"Lower Cowlitz",2022,0.138,0.049,0.066,0.13,0.257
"Lower Gorge",2022,0.218,0.101,0.06,0.205,0.443
"Mill, Abernathy, Germany, Coal",2022,0.238,0.039,0.167,0.236,0.322
"NF Lewis",2022,0.586,0.033,0.541,0.58,0.672
"NF Toutle",2022,0.167,0.08,0.059,0.153,0.372
"Salmon Creek",2022,0.065,0.057,0.006,0.049,0.216
"SF Toutle",2022,0.141,0.076,0.035,0.127,0.324
"Tilton",2022,0.554,0.01,0.532,0.555,0.572
"Upper Cowlitz and Cispus",2022,0.508,0.006,0.496,0.508,0.518
"Washougal",2022,0.374,0.09,0.206,0.37,0.557
"Coweeman",2023,0.155,0.064,0.056,0.146,0.302
"EF Lewis",2023,0.149,0.055,0.061,0.143,0.268
"Elochoman, Skamokawa",2023,0.205,0.076,0.079,0.196,0.369
"Grays, Chinook",2023,0.368,0.096,0.191,0.366,0.56
"Kalama",2023,0.553,0.091,0.371,0.555,0.72
"Lower Cowlitz",2023,0.162,0.032,0.115,0.157,0.241
"Lower Gorge",2023,0.152,0.088,0.033,0.135,0.375
"Mill, Abernathy, Germany, Coal",2023,0.145,0.024,0.102,0.144,0.195
"NF Lewis",2023,0.653,0.058,0.584,0.638,0.809
"NF Toutle",2023,0.214,0.058,0.122,0.207,0.346
"Salmon Creek",2023,0.105,0.075,0.014,0.086,0.3
"SF Toutle",2023,0.194,0.051,0.106,0.19,0.303
"Tilton",2023,0.835,0.021,0.779,0.839,0.861
"Upper Cowlitz and Cispus",2023,0.52,0.018,0.477,0.523,0.543
"Washougal",2023,0.252,0.104,0.085,0.24,0.482
"Coweeman",2024,0.289,0.101,0.113,0.281,0.507
"EF Lewis",2024,0.053,0.025,0.017,0.049,0.11
"Elochoman, Skamokawa",2024,0.486,0.066,0.355,0.487,0.614
"Grays, Chinook",2024,0.667,0.069,0.523,0.671,0.792
"Kalama",2024,0.597,0.099,0.403,0.599,0.784
"Lower Cowlitz",2024,0.038,0.026,0.012,0.03,0.11
"Lower Gorge",2024,0.31,0.108,0.121,0.303,0.536
"Mill, Abernathy, Germany, Coal",2024,0.238,0.02,0.2,0.238,0.28
"NF Lewis",2024,0.754,0.048,0.699,0.74,0.889
"NF Toutle",2024,0.285,0.137,0.083,0.264,0.615
"Salmon Creek",2024,0.049,0.045,0.003,0.035,0.17
"SF Toutle",2024,0.13,0.067,0.033,0.118,0.286
"Tilton",2024,0.911,0.012,0.88,0.914,0.927
"Upper Cowlitz and Cispus",2024,0.58,0.017,0.536,0.583,0.601
"Washougal",2024,0.231,0.089,0.086,0.223,0.431
