"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coal",2012,0.476,0.055,0.367,0.477,0.583
"Upper Cowlitz and Cispus",2012,0.476,0.055,0.368,0.475,0.584
"Tilton",2012,0.475,0.056,0.366,0.475,0.585
"Lower Cowlitz",2012,0.475,0.056,0.361,0.475,0.587
"Delameter_Above Weir",2012,0.476,0.055,0.37,0.476,0.583
"Lacamas_Above Weir",2012,0.476,0.054,0.369,0.475,0.584
"Olequa_Above Weir",2012,0.476,0.057,0.364,0.476,0.587
"Ostrander_Above Weir",2012,0.476,0.054,0.372,0.476,0.585
"Green",2012,0.477,0.05,0.38,0.477,0.576
"Upper NF Toutle",2012,0.475,0.057,0.365,0.475,0.587
"NF_MS Toutle",2012,0.487,0.053,0.385,0.488,0.591
"SF Toutle",2012,0.473,0.049,0.381,0.473,0.57
"Coweeman",2012,0.471,0.049,0.375,0.47,0.566
"Kalama",2012,0.477,0.051,0.377,0.477,0.575
"Lower Lewis",2012,0.449,0.053,0.344,0.449,0.553
"Upper NF Lewis",2012,0.475,0.055,0.369,0.475,0.584
"Cedar",2012,0.44,0.048,0.347,0.439,0.538
"EF Lewis",2012,0.478,0.045,0.392,0.478,0.567
"Salmon Creek",2012,0.469,0.053,0.365,0.469,0.572
"Washougal",2012,0.475,0.049,0.383,0.474,0.573
"Lower Gorge",2012,0.533,0.045,0.447,0.534,0.621
"Duncan_Above Weir",2012,0.447,0.05,0.352,0.446,0.543
"Grays_Chinook",2013,0.515,0.032,0.451,0.516,0.578
"Elochoman_Skamokawa",2013,0.496,0.045,0.408,0.495,0.583
"Abernathy",2013,0.456,0.037,0.385,0.455,0.528
"Abernathy_Above AFTC",2013,0.433,0.038,0.358,0.433,0.509
"Mill",2013,0.417,0.04,0.338,0.416,0.496
"Germany",2013,0.442,0.04,0.365,0.441,0.519
"Coal",2013,0.476,0.056,0.37,0.476,0.585
"Upper Cowlitz and Cispus",2013,0.476,0.056,0.368,0.476,0.584
"Tilton",2013,0.475,0.057,0.364,0.476,0.585
"Lower Cowlitz",2013,0.463,0.043,0.379,0.463,0.545
"Delameter_Above Weir",2013,0.455,0.054,0.351,0.455,0.562
"Lacamas_Above Weir",2013,0.5,0.047,0.409,0.501,0.594
"Olequa_Above Weir",2013,0.465,0.044,0.379,0.464,0.551
"Ostrander_Above Weir",2013,0.468,0.056,0.36,0.468,0.579
"Green",2013,0.503,0.045,0.415,0.502,0.591
"Upper NF Toutle",2013,0.477,0.056,0.369,0.477,0.585
"NF_MS Toutle",2013,0.495,0.052,0.393,0.495,0.596
"SF Toutle",2013,0.541,0.046,0.45,0.541,0.632
"Coweeman",2013,0.473,0.045,0.387,0.473,0.56
"Kalama",2013,0.467,0.054,0.364,0.466,0.572
"Lower Lewis",2013,0.5,0.05,0.402,0.501,0.599
"Upper NF Lewis",2013,0.475,0.056,0.364,0.476,0.586
"Cedar",2013,0.454,0.04,0.374,0.454,0.536
"EF Lewis",2013,0.457,0.04,0.379,0.457,0.533
"Salmon Creek",2013,0.491,0.054,0.385,0.491,0.598
"Washougal",2013,0.479,0.049,0.38,0.478,0.576
"Lower Gorge",2013,0.482,0.044,0.394,0.482,0.568
"Duncan_Above Weir",2013,0.526,0.051,0.427,0.526,0.626
"Grays_Chinook",2014,0.503,0.019,0.466,0.504,0.541
"Elochoman_Skamokawa",2014,0.528,0.031,0.466,0.528,0.587
"Abernathy",2014,0.447,0.021,0.405,0.446,0.488
"Abernathy_Above AFTC",2014,0.404,0.021,0.363,0.404,0.445
"Mill",2014,0.46,0.022,0.419,0.461,0.501
"Germany",2014,0.453,0.021,0.412,0.453,0.494
"Coal",2014,0.475,0.055,0.37,0.475,0.582
"Upper Cowlitz and Cispus",2014,0.476,0.055,0.369,0.476,0.583
"Tilton",2014,0.475,0.056,0.367,0.475,0.588
"Lower Cowlitz",2014,0.426,0.027,0.375,0.426,0.479
"Delameter_Above Weir",2014,0.431,0.031,0.371,0.431,0.491
"Lacamas_Above Weir",2014,0.482,0.03,0.425,0.482,0.542
"Olequa_Above Weir",2014,0.505,0.027,0.452,0.505,0.559
"Ostrander_Above Weir",2014,0.52,0.033,0.454,0.52,0.585
"Green",2014,0.473,0.034,0.409,0.473,0.541
"Upper NF Toutle",2014,0.476,0.056,0.37,0.476,0.586
"NF_MS Toutle",2014,0.53,0.042,0.447,0.53,0.613
"SF Toutle",2014,0.498,0.026,0.448,0.498,0.549
"Coweeman",2014,0.51,0.037,0.439,0.51,0.581
"Kalama",2014,0.535,0.037,0.465,0.536,0.606
"Lower Lewis",2014,0.455,0.037,0.384,0.454,0.528
"Upper NF Lewis",2014,0.475,0.056,0.366,0.475,0.587
"Cedar",2014,0.477,0.047,0.384,0.476,0.57
"EF Lewis",2014,0.444,0.039,0.368,0.444,0.52
"Salmon Creek",2014,0.452,0.049,0.356,0.453,0.55
"Washougal",2014,0.468,0.04,0.391,0.469,0.548
"Lower Gorge",2014,0.526,0.043,0.441,0.526,0.612
"Duncan_Above Weir",2014,0.508,0.043,0.425,0.509,0.592
"Grays_Chinook",2015,0.477,0.044,0.392,0.478,0.563
"Elochoman_Skamokawa",2015,0.488,0.049,0.392,0.487,0.585
"Abernathy",2015,0.471,0.038,0.398,0.471,0.541
"Abernathy_Above AFTC",2015,0.449,0.039,0.373,0.449,0.526
"Mill",2015,0.466,0.039,0.389,0.466,0.545
"Germany",2015,0.471,0.04,0.392,0.471,0.548
"Coal",2015,0.475,0.054,0.369,0.475,0.578
"Upper Cowlitz and Cispus",2015,0.476,0.057,0.365,0.476,0.588
"Tilton",2015,0.477,0.056,0.366,0.477,0.584
"Lower Cowlitz",2015,0.484,0.053,0.383,0.483,0.59
"Delameter_Above Weir",2015,0.436,0.051,0.337,0.435,0.541
"Lacamas_Above Weir",2015,0.474,0.054,0.369,0.474,0.582
"Olequa_Above Weir",2015,0.485,0.054,0.381,0.484,0.593
"Ostrander_Above Weir",2015,0.455,0.051,0.357,0.455,0.554
"Green",2015,0.455,0.054,0.35,0.455,0.562
"Upper NF Toutle",2015,0.476,0.056,0.366,0.477,0.587
"NF_MS Toutle",2015,0.496,0.051,0.394,0.496,0.601
"SF Toutle",2015,0.51,0.047,0.42,0.51,0.603
"Coweeman",2015,0.468,0.049,0.376,0.468,0.567
"Kalama",2015,0.482,0.045,0.395,0.482,0.57
"Lower Lewis",2015,0.464,0.057,0.357,0.464,0.572
"Upper NF Lewis",2015,0.476,0.054,0.369,0.475,0.585
"Cedar",2015,0.465,0.053,0.36,0.466,0.57
"EF Lewis",2015,0.486,0.055,0.381,0.485,0.594
"Salmon Creek",2015,0.483,0.054,0.378,0.482,0.591
"Washougal",2015,0.487,0.053,0.384,0.487,0.59
"Lower Gorge",2015,0.5,0.049,0.4,0.5,0.595
"Duncan_Above Weir",2015,0.451,0.053,0.346,0.451,0.558
"Grays_Chinook",2016,0.472,0.028,0.417,0.472,0.529
"Elochoman_Skamokawa",2016,0.456,0.049,0.361,0.456,0.55
"Abernathy",2016,0.539,0.027,0.486,0.54,0.592
"Abernathy_Above AFTC",2016,0.542,0.027,0.487,0.542,0.596
"Mill",2016,0.53,0.029,0.475,0.53,0.588
"Germany",2016,0.529,0.029,0.472,0.529,0.587
"Coal",2016,0.475,0.055,0.367,0.474,0.584
"Upper Cowlitz and Cispus",2016,0.476,0.055,0.369,0.476,0.586
"Tilton",2016,0.475,0.056,0.368,0.475,0.583
"Lower Cowlitz",2016,0.481,0.048,0.39,0.481,0.574
"Delameter_Above Weir",2016,0.494,0.046,0.404,0.493,0.583
"Lacamas_Above Weir",2016,0.479,0.054,0.374,0.478,0.583
"Olequa_Above Weir",2016,0.461,0.054,0.357,0.462,0.565
"Ostrander_Above Weir",2016,0.52,0.047,0.428,0.521,0.615
"Green",2016,0.54,0.037,0.469,0.54,0.614
"Upper NF Toutle",2016,0.475,0.056,0.365,0.474,0.588
"NF_MS Toutle",2016,0.477,0.054,0.37,0.477,0.582
"SF Toutle",2016,0.505,0.045,0.417,0.504,0.595
"Coweeman",2016,0.467,0.047,0.377,0.467,0.559
"Kalama",2016,0.49,0.054,0.384,0.49,0.592
"Lower Lewis",2016,0.456,0.052,0.354,0.457,0.559
"Upper NF Lewis",2016,0.474,0.057,0.365,0.474,0.588
"Cedar",2016,0.461,0.053,0.358,0.461,0.565
"EF Lewis",2016,0.445,0.05,0.345,0.445,0.545
"Salmon Creek",2016,0.493,0.055,0.386,0.493,0.599
"Washougal",2016,0.472,0.046,0.382,0.472,0.563
"Lower Gorge",2016,0.501,0.047,0.409,0.502,0.593
"Duncan_Above Weir",2016,0.47,0.051,0.369,0.469,0.572
"Grays_Chinook",2017,0.497,0.035,0.431,0.497,0.567
"Elochoman_Skamokawa",2017,0.488,0.05,0.39,0.488,0.588
"Abernathy",2017,0.457,0.032,0.396,0.456,0.521
"Abernathy_Above AFTC",2017,0.464,0.03,0.408,0.464,0.524
"Mill",2017,0.471,0.03,0.412,0.472,0.53
"Germany",2017,0.462,0.032,0.399,0.461,0.525
"Coal",2017,0.476,0.056,0.366,0.475,0.587
"Upper Cowlitz and Cispus",2017,0.476,0.056,0.365,0.477,0.586
"Tilton",2017,0.476,0.057,0.366,0.475,0.588
"Lower Cowlitz",2017,0.482,0.05,0.388,0.482,0.579
"Delameter_Above Weir",2017,0.426,0.052,0.326,0.425,0.533
"Lacamas_Above Weir",2017,0.495,0.054,0.391,0.495,0.6
"Olequa_Above Weir",2017,0.473,0.055,0.365,0.471,0.583
"Ostrander_Above Weir",2017,0.512,0.052,0.414,0.51,0.613
"Green",2017,0.461,0.051,0.362,0.461,0.56
"Upper NF Toutle",2017,0.475,0.056,0.366,0.475,0.583
"NF_MS Toutle",2017,0.469,0.055,0.359,0.47,0.576
"SF Toutle",2017,0.439,0.054,0.334,0.439,0.544
"Coweeman",2017,0.474,0.051,0.375,0.474,0.574
"Kalama",2017,0.498,0.053,0.391,0.498,0.602
"Lower Lewis",2017,0.493,0.051,0.397,0.493,0.593
"Upper NF Lewis",2017,0.476,0.056,0.363,0.476,0.585
"Cedar",2017,0.407,0.055,0.3,0.407,0.518
"EF Lewis",2017,0.475,0.049,0.379,0.476,0.572
"Salmon Creek",2017,0.494,0.055,0.387,0.495,0.6
"Washougal",2017,0.456,0.044,0.37,0.456,0.541
"Lower Gorge",2017,0.479,0.053,0.378,0.479,0.585
"Duncan_Above Weir",2017,0.48,0.051,0.38,0.48,0.58
"Grays_Chinook",2018,0.501,0.038,0.427,0.501,0.575
"Elochoman_Skamokawa",2018,0.515,0.05,0.415,0.513,0.614
"Abernathy",2018,0.43,0.036,0.36,0.429,0.504
"Abernathy_Above AFTC",2018,0.451,0.035,0.383,0.452,0.52
"Mill",2018,0.435,0.037,0.364,0.435,0.51
"Germany",2018,0.457,0.037,0.385,0.456,0.529
"Coal",2018,0.481,0.056,0.372,0.481,0.59
"Upper Cowlitz and Cispus",2018,0.476,0.055,0.366,0.476,0.581
"Tilton",2018,0.476,0.058,0.363,0.475,0.594
"Lower Cowlitz",2018,0.468,0.053,0.365,0.467,0.571
"Delameter_Above Weir",2018,0.501,0.051,0.402,0.5,0.606
"Lacamas_Above Weir",2018,0.473,0.057,0.365,0.472,0.585
"Olequa_Above Weir",2018,0.487,0.054,0.383,0.487,0.597
"Ostrander_Above Weir",2018,0.469,0.053,0.368,0.469,0.577
"Green",2018,0.491,0.054,0.386,0.492,0.596
"Upper NF Toutle",2018,0.476,0.055,0.37,0.475,0.582
"NF_MS Toutle",2018,0.473,0.054,0.366,0.474,0.58
"SF Toutle",2018,0.458,0.055,0.352,0.458,0.565
"Coweeman",2018,0.492,0.052,0.39,0.491,0.593
"Kalama",2018,0.479,0.051,0.378,0.478,0.58
"Lower Lewis",2018,0.483,0.055,0.376,0.483,0.591
"Upper NF Lewis",2018,0.476,0.054,0.369,0.476,0.582
"Cedar",2018,0.443,0.055,0.339,0.443,0.551
"EF Lewis",2018,0.484,0.047,0.392,0.484,0.579
"Salmon Creek",2018,0.473,0.047,0.384,0.472,0.566
"Washougal",2018,0.487,0.052,0.388,0.486,0.589
"Lower Gorge",2018,0.467,0.045,0.382,0.466,0.557
"Duncan_Above Weir",2018,0.459,0.053,0.356,0.46,0.561
"Grays_Chinook",2019,0.472,0.04,0.392,0.472,0.552
"Elochoman_Skamokawa",2019,0.422,0.039,0.345,0.421,0.498
"Abernathy",2019,0.499,0.029,0.442,0.499,0.555
"Abernathy_Above AFTC",2019,0.504,0.029,0.448,0.504,0.56
"Mill",2019,0.482,0.03,0.424,0.482,0.54
"Germany",2019,0.48,0.03,0.421,0.479,0.538
"Coal",2019,0.483,0.052,0.384,0.483,0.588
"Upper Cowlitz and Cispus",2019,0.476,0.056,0.367,0.476,0.587
"Tilton",2019,0.476,0.056,0.367,0.476,0.585
"Lower Cowlitz",2019,0.457,0.047,0.364,0.457,0.548
"Delameter_Above Weir",2019,0.422,0.053,0.318,0.421,0.527
"Lacamas_Above Weir",2019,0.475,0.055,0.368,0.475,0.584
"Olequa_Above Weir",2019,0.472,0.054,0.369,0.472,0.581
"Ostrander_Above Weir",2019,0.423,0.048,0.331,0.422,0.519
"Green",2019,0.485,0.048,0.395,0.484,0.58
"Upper NF Toutle",2019,0.476,0.057,0.36,0.475,0.587
"NF_MS Toutle",2019,0.495,0.056,0.389,0.494,0.606
"SF Toutle",2019,0.491,0.046,0.4,0.49,0.582
"Coweeman",2019,0.452,0.05,0.352,0.452,0.549
"Kalama",2019,0.461,0.05,0.364,0.461,0.556
"Lower Lewis",2019,0.44,0.043,0.354,0.44,0.523
"Upper NF Lewis",2019,0.475,0.055,0.369,0.476,0.58
"Cedar",2019,0.462,0.054,0.359,0.461,0.568
"EF Lewis",2019,0.467,0.05,0.37,0.467,0.563
"Salmon Creek",2019,0.495,0.053,0.391,0.495,0.6
"Washougal",2019,0.485,0.046,0.397,0.485,0.575
"Lower Gorge",2019,0.408,0.035,0.34,0.408,0.478
"Duncan_Above Weir",2019,0.507,0.041,0.428,0.507,0.591
"Grays_Chinook",2020,0.467,0.039,0.389,0.467,0.545
"Elochoman_Skamokawa",2020,0.419,0.041,0.34,0.419,0.501
"Abernathy",2020,0.44,0.049,0.347,0.439,0.535
"Abernathy_Above AFTC",2020,0.46,0.049,0.367,0.459,0.555
"Mill",2020,0.477,0.05,0.385,0.476,0.578
"Germany",2020,0.474,0.051,0.374,0.474,0.573
"Coal",2020,0.468,0.053,0.363,0.468,0.576
"Upper Cowlitz and Cispus",2020,0.476,0.055,0.37,0.475,0.583
"Tilton",2020,0.476,0.055,0.37,0.476,0.585
"Lower Cowlitz",2020,0.444,0.048,0.353,0.445,0.538
"Delameter_Above Weir",2020,0.484,0.049,0.387,0.483,0.58
"Lacamas_Above Weir",2020,0.486,0.055,0.375,0.486,0.594
"Olequa_Above Weir",2020,0.451,0.052,0.35,0.451,0.552
"Ostrander_Above Weir",2020,0.45,0.05,0.356,0.45,0.548
"Green",2020,0.486,0.045,0.4,0.486,0.574
"Upper NF Toutle",2020,0.475,0.054,0.369,0.475,0.583
"NF_MS Toutle",2020,0.495,0.054,0.392,0.494,0.599
"SF Toutle",2020,0.469,0.047,0.379,0.468,0.562
"Coweeman",2020,0.491,0.05,0.393,0.491,0.588
"Kalama",2020,0.53,0.051,0.429,0.53,0.63
"Lower Lewis",2020,0.538,0.029,0.483,0.538,0.594
"Upper NF Lewis",2020,0.475,0.055,0.365,0.476,0.582
"Cedar",2020,0.571,0.024,0.523,0.571,0.616
"EF Lewis",2020,0.453,0.043,0.37,0.453,0.536
"Salmon Creek",2020,0.466,0.051,0.366,0.465,0.567
"Washougal",2020,0.498,0.043,0.414,0.499,0.582
"Lower Gorge",2020,0.447,0.05,0.351,0.447,0.544
"Duncan_Above Weir",2020,0.399,0.049,0.307,0.399,0.494
"Grays_Chinook",2021,0.483,0.021,0.442,0.483,0.523
"Elochoman_Skamokawa",2021,0.459,0.028,0.405,0.459,0.514
"Abernathy",2021,0.46,0.04,0.382,0.46,0.54
"Abernathy_Above AFTC",2021,0.461,0.039,0.387,0.461,0.539
"Mill",2021,0.455,0.04,0.377,0.454,0.535
"Germany",2021,0.444,0.041,0.365,0.444,0.526
"Coal",2021,0.447,0.055,0.343,0.447,0.555
"Upper Cowlitz and Cispus",2021,0.476,0.056,0.37,0.474,0.587
"Tilton",2021,0.476,0.055,0.372,0.476,0.585
"Lower Cowlitz",2021,0.427,0.033,0.363,0.427,0.492
"Delameter_Above Weir",2021,0.377,0.046,0.289,0.376,0.469
"Lacamas_Above Weir",2021,0.465,0.056,0.356,0.465,0.577
"Olequa_Above Weir",2021,0.445,0.052,0.341,0.445,0.545
"Ostrander_Above Weir",2021,0.463,0.046,0.375,0.462,0.553
"Green",2021,0.502,0.039,0.426,0.502,0.58
"Upper NF Toutle",2021,0.476,0.056,0.366,0.475,0.587
"NF_MS Toutle",2021,0.464,0.054,0.36,0.464,0.572
"SF Toutle",2021,0.534,0.04,0.453,0.534,0.613
"Coweeman",2021,0.449,0.044,0.36,0.449,0.535
"Kalama",2021,0.498,0.051,0.398,0.499,0.598
"Lower Lewis",2021,0.467,0.056,0.361,0.466,0.577
"Upper NF Lewis",2021,0.476,0.057,0.366,0.475,0.591
"Cedar",2021,0.514,0.044,0.43,0.514,0.603
"EF Lewis",2021,0.421,0.035,0.351,0.42,0.489
"Salmon Creek",2021,0.445,0.049,0.349,0.445,0.543
"Washougal",2021,0.478,0.049,0.384,0.478,0.571
"Lower Gorge",2021,0.491,0.041,0.411,0.491,0.571
"Duncan_Above Weir",2021,0.451,0.037,0.377,0.451,0.525
"Grays_Chinook",2022,0.4,0.039,0.326,0.4,0.475
"Elochoman_Skamokawa",2022,0.527,0.04,0.446,0.527,0.603
"Abernathy",2022,0.472,0.046,0.383,0.47,0.565
"Abernathy_Above AFTC",2022,0.468,0.045,0.381,0.468,0.557
"Mill",2022,0.47,0.046,0.381,0.47,0.559
"Germany",2022,0.486,0.047,0.392,0.487,0.576
"Coal",2022,0.497,0.051,0.397,0.497,0.597
"Upper Cowlitz and Cispus",2022,0.476,0.055,0.369,0.476,0.584
"Tilton",2022,0.477,0.056,0.37,0.476,0.586
"Lower Cowlitz",2022,0.505,0.037,0.432,0.505,0.578
"Delameter_Above Weir",2022,0.508,0.051,0.412,0.508,0.611
"Lacamas_Above Weir",2022,0.508,0.054,0.405,0.508,0.615
"Olequa_Above Weir",2022,0.475,0.051,0.373,0.475,0.572
"Ostrander_Above Weir",2022,0.432,0.048,0.339,0.432,0.523
"Green",2022,0.454,0.051,0.356,0.453,0.552
"Upper NF Toutle",2022,0.476,0.056,0.363,0.475,0.588
"NF_MS Toutle",2022,0.474,0.055,0.365,0.473,0.579
"SF Toutle",2022,0.46,0.053,0.359,0.46,0.563
"Coweeman",2022,0.493,0.047,0.399,0.493,0.585
"Kalama",2022,0.483,0.047,0.393,0.483,0.576
"Lower Lewis",2022,0.537,0.051,0.436,0.537,0.641
"Upper NF Lewis",2022,0.476,0.055,0.368,0.475,0.587
"Cedar",2022,0.466,0.026,0.415,0.466,0.516
"EF Lewis",2022,0.45,0.042,0.367,0.45,0.533
"Salmon Creek",2022,0.469,0.053,0.364,0.469,0.575
"Washougal",2022,0.492,0.045,0.405,0.491,0.579
"Lower Gorge",2022,0.442,0.037,0.37,0.441,0.515
"Duncan_Above Weir",2022,0.488,0.041,0.408,0.488,0.567
"Grays_Chinook",2023,0.478,0.041,0.398,0.479,0.557
"Elochoman_Skamokawa",2023,0.476,0.041,0.392,0.476,0.555
"Abernathy",2023,0.457,0.038,0.383,0.457,0.534
"Abernathy_Above AFTC",2023,0.458,0.038,0.384,0.458,0.533
"Mill",2023,0.457,0.039,0.38,0.457,0.532
"Germany",2023,0.453,0.04,0.376,0.453,0.531
"Coal",2023,0.488,0.051,0.389,0.488,0.589
"Upper Cowlitz and Cispus",2023,0.476,0.056,0.367,0.475,0.586
"Tilton",2023,0.475,0.056,0.366,0.474,0.585
"Lower Cowlitz",2023,0.49,0.046,0.402,0.49,0.581
"Delameter_Above Weir",2023,0.472,0.046,0.382,0.472,0.565
"Lacamas_Above Weir",2023,0.449,0.052,0.35,0.449,0.55
"Olequa_Above Weir",2023,0.485,0.048,0.39,0.485,0.58
"Ostrander_Above Weir",2023,0.48,0.048,0.387,0.48,0.575
"Green",2023,0.498,0.044,0.412,0.498,0.584
"Upper NF Toutle",2023,0.476,0.056,0.368,0.477,0.587
"NF_MS Toutle",2023,0.483,0.054,0.377,0.483,0.59
"SF Toutle",2023,0.468,0.041,0.389,0.467,0.55
"Coweeman",2023,0.511,0.047,0.419,0.51,0.604
"Kalama",2023,0.519,0.048,0.424,0.519,0.614
"Lower Lewis",2023,0.465,0.053,0.365,0.465,0.569
"Upper NF Lewis",2023,0.476,0.057,0.363,0.476,0.586
"Cedar",2023,0.622,0.021,0.581,0.623,0.663
"EF Lewis",2023,0.496,0.041,0.414,0.496,0.575
"Salmon Creek",2023,0.46,0.054,0.351,0.461,0.567
"Washougal",2023,0.46,0.052,0.355,0.46,0.562
"Lower Gorge",2023,0.456,0.043,0.372,0.455,0.538
"Duncan_Above Weir",2023,0.459,0.054,0.353,0.459,0.566
"Grays_Chinook",2024,0.47,0.032,0.406,0.47,0.532
"Elochoman_Skamokawa",2024,0.542,0.023,0.498,0.542,0.586
"Abernathy",2024,0.461,0.034,0.396,0.462,0.528
"Abernathy_Above AFTC",2024,0.464,0.032,0.402,0.464,0.528
"Mill",2024,0.46,0.032,0.397,0.461,0.523
"Germany",2024,0.458,0.034,0.392,0.458,0.526
"Coal",2024,0.462,0.047,0.37,0.462,0.554
"Upper Cowlitz and Cispus",2024,0.475,0.057,0.362,0.475,0.587
"Tilton",2024,0.477,0.057,0.366,0.477,0.589
"Lower Cowlitz",2024,0.457,0.04,0.378,0.456,0.535
"Delameter_Above Weir",2024,0.443,0.042,0.362,0.442,0.526
"Lacamas_Above Weir",2024,0.485,0.049,0.39,0.485,0.581
"Olequa_Above Weir",2024,0.443,0.048,0.347,0.444,0.535
"Ostrander_Above Weir",2024,0.413,0.039,0.339,0.413,0.492
"Green",2024,0.469,0.051,0.369,0.469,0.57
"Upper NF Toutle",2024,0.476,0.057,0.365,0.476,0.591
"NF_MS Toutle",2024,0.48,0.055,0.371,0.48,0.587
"SF Toutle",2024,0.459,0.048,0.365,0.459,0.551
"Coweeman",2024,0.436,0.052,0.337,0.436,0.536
"Kalama",2024,0.512,0.051,0.413,0.512,0.613
"Lower Lewis",2024,0.486,0.054,0.382,0.486,0.593
"Upper NF Lewis",2024,0.476,0.057,0.368,0.475,0.587
"Cedar",2024,0.572,0.023,0.527,0.571,0.617
"EF Lewis",2024,0.499,0.037,0.428,0.499,0.573
"Salmon Creek",2024,0.483,0.05,0.387,0.482,0.582
"Washougal",2024,0.499,0.049,0.405,0.498,0.594
"Lower Gorge",2024,0.475,0.041,0.394,0.474,0.555
"Duncan_Above Weir",2024,0.392,0.034,0.326,0.392,0.458
