"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Abernathy",2011,0.564,0.031,0.503,0.564,0.625
"Abernathy_Above AFTC",2011,0.557,0.033,0.494,0.557,0.623
"Mill",2011,0.556,0.033,0.492,0.556,0.622
"Germany",2011,0.556,0.033,0.493,0.556,0.621
"Upper Cowlitz and Cispus",2011,0.476,0.054,0.372,0.476,0.581
"Tilton",2011,0.477,0.053,0.373,0.477,0.583
"Lower Cowlitz",2011,0.474,0.052,0.373,0.474,0.576
"Delameter_Above Weir",2011,0.471,0.052,0.37,0.471,0.574
"Lacamas_Above Weir",2011,0.477,0.052,0.373,0.477,0.582
"Olequa_Above Weir",2011,0.471,0.051,0.374,0.471,0.573
"Ostrander_Above Weir",2011,0.476,0.054,0.371,0.476,0.581
"Green",2011,0.444,0.053,0.339,0.443,0.546
"Upper NF Toutle",2011,0.477,0.053,0.371,0.477,0.582
"NF_MS Toutle",2011,0.474,0.052,0.37,0.474,0.576
"SF Toutle",2011,0.451,0.051,0.348,0.451,0.551
"Coweeman",2011,0.508,0.04,0.43,0.508,0.588
"Kalama",2011,0.476,0.054,0.371,0.475,0.581
"Lower Lewis",2011,0.558,0.048,0.467,0.557,0.653
"Upper NF Lewis",2011,0.477,0.053,0.373,0.476,0.581
"Cedar",2011,0.433,0.046,0.345,0.432,0.522
"EF Lewis",2011,0.501,0.049,0.408,0.501,0.6
"Salmon Creek",2011,0.485,0.051,0.385,0.485,0.586
"Washougal",2011,0.48,0.049,0.383,0.48,0.579
"Lower Gorge",2011,0.506,0.051,0.409,0.505,0.607
"Duncan_Above Weir",2011,0.507,0.043,0.425,0.506,0.594
"Grays_Chinook",2012,0.487,0.046,0.396,0.487,0.578
"Elochoman_Skamokawa",2012,0.469,0.051,0.368,0.469,0.568
"Abernathy",2012,0.462,0.03,0.404,0.462,0.521
"Abernathy_Above AFTC",2012,0.464,0.032,0.402,0.464,0.527
"Mill",2012,0.464,0.031,0.403,0.465,0.526
"Germany",2012,0.465,0.031,0.403,0.465,0.525
"Upper Cowlitz and Cispus",2012,0.477,0.053,0.373,0.476,0.582
"Tilton",2012,0.477,0.053,0.373,0.477,0.579
"Lower Cowlitz",2012,0.477,0.053,0.374,0.476,0.58
"Delameter_Above Weir",2012,0.477,0.052,0.376,0.476,0.58
"Lacamas_Above Weir",2012,0.477,0.053,0.376,0.477,0.579
"Olequa_Above Weir",2012,0.477,0.053,0.371,0.477,0.581
"Ostrander_Above Weir",2012,0.477,0.054,0.373,0.477,0.583
"Green",2012,0.477,0.047,0.387,0.477,0.571
"Upper NF Toutle",2012,0.477,0.052,0.377,0.477,0.582
"NF_MS Toutle",2012,0.487,0.052,0.385,0.487,0.591
"SF Toutle",2012,0.473,0.046,0.381,0.472,0.564
"Coweeman",2012,0.472,0.046,0.382,0.471,0.563
"Kalama",2012,0.478,0.05,0.381,0.477,0.576
"Lower Lewis",2012,0.453,0.049,0.355,0.453,0.549
"Upper NF Lewis",2012,0.477,0.053,0.373,0.477,0.582
"Cedar",2012,0.444,0.048,0.349,0.444,0.537
"EF Lewis",2012,0.478,0.043,0.393,0.478,0.564
"Salmon Creek",2012,0.473,0.05,0.374,0.473,0.572
"Washougal",2012,0.476,0.048,0.382,0.476,0.572
"Lower Gorge",2012,0.53,0.045,0.444,0.529,0.618
"Duncan_Above Weir",2012,0.448,0.049,0.352,0.448,0.543
"Grays_Chinook",2013,0.512,0.033,0.447,0.512,0.576
"Elochoman_Skamokawa",2013,0.496,0.044,0.409,0.496,0.585
"Abernathy",2013,0.454,0.037,0.382,0.454,0.527
"Abernathy_Above AFTC",2013,0.446,0.037,0.373,0.445,0.517
"Mill",2013,0.422,0.04,0.345,0.422,0.5
"Germany",2013,0.443,0.038,0.368,0.443,0.517
"Upper Cowlitz and Cispus",2013,0.477,0.053,0.371,0.477,0.582
"Tilton",2013,0.477,0.052,0.375,0.476,0.579
"Lower Cowlitz",2013,0.464,0.041,0.383,0.464,0.544
"Delameter_Above Weir",2013,0.457,0.051,0.355,0.457,0.553
"Lacamas_Above Weir",2013,0.5,0.045,0.413,0.499,0.588
"Olequa_Above Weir",2013,0.464,0.043,0.378,0.464,0.548
"Ostrander_Above Weir",2013,0.469,0.053,0.365,0.469,0.574
"Green",2013,0.498,0.045,0.409,0.498,0.588
"Upper NF Toutle",2013,0.477,0.053,0.373,0.477,0.581
"NF_MS Toutle",2013,0.494,0.049,0.398,0.494,0.591
"SF Toutle",2013,0.538,0.045,0.45,0.537,0.627
"Coweeman",2013,0.477,0.044,0.392,0.477,0.564
"Kalama",2013,0.468,0.05,0.37,0.468,0.566
"Lower Lewis",2013,0.498,0.048,0.405,0.497,0.591
"Upper NF Lewis",2013,0.477,0.053,0.373,0.477,0.583
"Cedar",2013,0.451,0.04,0.373,0.451,0.53
"EF Lewis",2013,0.459,0.039,0.383,0.459,0.536
"Salmon Creek",2013,0.487,0.05,0.39,0.487,0.586
"Washougal",2013,0.478,0.046,0.388,0.478,0.57
"Lower Gorge",2013,0.482,0.042,0.4,0.482,0.565
"Duncan_Above Weir",2013,0.52,0.049,0.427,0.52,0.617
"Grays_Chinook",2014,0.502,0.019,0.465,0.502,0.54
"Elochoman_Skamokawa",2014,0.526,0.03,0.467,0.527,0.585
"Abernathy",2014,0.45,0.022,0.408,0.45,0.491
"Abernathy_Above AFTC",2014,0.455,0.02,0.415,0.455,0.496
"Mill",2014,0.462,0.021,0.421,0.462,0.502
"Germany",2014,0.455,0.021,0.413,0.455,0.498
"Upper Cowlitz and Cispus",2014,0.477,0.053,0.374,0.476,0.582
"Tilton",2014,0.477,0.053,0.372,0.477,0.581
"Lower Cowlitz",2014,0.429,0.028,0.375,0.429,0.485
"Delameter_Above Weir",2014,0.419,0.03,0.36,0.419,0.48
"Lacamas_Above Weir",2014,0.484,0.028,0.428,0.483,0.539
"Olequa_Above Weir",2014,0.504,0.026,0.453,0.504,0.555
"Ostrander_Above Weir",2014,0.517,0.033,0.453,0.516,0.581
"Green",2014,0.477,0.033,0.412,0.477,0.544
"Upper NF Toutle",2014,0.477,0.054,0.373,0.477,0.582
"NF_MS Toutle",2014,0.527,0.04,0.449,0.526,0.607
"SF Toutle",2014,0.498,0.025,0.449,0.498,0.548
"Coweeman",2014,0.51,0.034,0.443,0.51,0.576
"Kalama",2014,0.533,0.036,0.462,0.532,0.604
"Lower Lewis",2014,0.458,0.037,0.385,0.458,0.531
"Upper NF Lewis",2014,0.478,0.053,0.373,0.477,0.583
"Cedar",2014,0.482,0.045,0.394,0.482,0.571
"EF Lewis",2014,0.448,0.039,0.371,0.448,0.523
"Salmon Creek",2014,0.459,0.046,0.369,0.459,0.551
"Washougal",2014,0.472,0.038,0.397,0.471,0.546
"Lower Gorge",2014,0.523,0.04,0.445,0.522,0.604
"Duncan_Above Weir",2014,0.504,0.042,0.423,0.503,0.588
"Grays_Chinook",2015,0.48,0.044,0.396,0.48,0.567
"Elochoman_Skamokawa",2015,0.488,0.048,0.395,0.488,0.583
"Abernathy",2015,0.473,0.038,0.399,0.473,0.547
"Abernathy_Above AFTC",2015,0.456,0.037,0.384,0.456,0.528
"Mill",2015,0.464,0.038,0.39,0.463,0.539
"Germany",2015,0.469,0.039,0.393,0.469,0.544
"Upper Cowlitz and Cispus",2015,0.477,0.052,0.373,0.476,0.58
"Tilton",2015,0.477,0.052,0.375,0.477,0.577
"Lower Cowlitz",2015,0.483,0.051,0.385,0.483,0.582
"Delameter_Above Weir",2015,0.433,0.049,0.338,0.433,0.529
"Lacamas_Above Weir",2015,0.474,0.053,0.367,0.474,0.579
"Olequa_Above Weir",2015,0.485,0.052,0.384,0.485,0.588
"Ostrander_Above Weir",2015,0.454,0.048,0.359,0.454,0.549
"Green",2015,0.458,0.051,0.358,0.458,0.557
"Upper NF Toutle",2015,0.477,0.052,0.375,0.477,0.581
"NF_MS Toutle",2015,0.494,0.05,0.398,0.494,0.593
"SF Toutle",2015,0.507,0.044,0.42,0.507,0.597
"Coweeman",2015,0.463,0.048,0.368,0.463,0.558
"Kalama",2015,0.482,0.044,0.397,0.482,0.566
"Lower Lewis",2015,0.467,0.053,0.363,0.467,0.57
"Upper NF Lewis",2015,0.477,0.053,0.372,0.477,0.583
"Cedar",2015,0.466,0.052,0.362,0.466,0.568
"EF Lewis",2015,0.484,0.05,0.386,0.484,0.584
"Salmon Creek",2015,0.481,0.051,0.381,0.481,0.581
"Washougal",2015,0.487,0.049,0.389,0.487,0.583
"Lower Gorge",2015,0.499,0.048,0.406,0.498,0.595
"Duncan_Above Weir",2015,0.454,0.049,0.358,0.454,0.549
"Grays_Chinook",2016,0.473,0.027,0.42,0.473,0.527
"Elochoman_Skamokawa",2016,0.46,0.046,0.368,0.46,0.55
"Abernathy",2016,0.537,0.027,0.484,0.537,0.591
"Abernathy_Above AFTC",2016,0.536,0.027,0.484,0.536,0.589
"Mill",2016,0.528,0.028,0.474,0.528,0.585
"Germany",2016,0.528,0.028,0.473,0.528,0.584
"Upper Cowlitz and Cispus",2016,0.477,0.053,0.371,0.477,0.583
"Tilton",2016,0.477,0.053,0.373,0.477,0.581
"Lower Cowlitz",2016,0.482,0.045,0.393,0.481,0.573
"Delameter_Above Weir",2016,0.485,0.045,0.398,0.485,0.576
"Lacamas_Above Weir",2016,0.48,0.05,0.384,0.48,0.579
"Olequa_Above Weir",2016,0.462,0.052,0.36,0.463,0.564
"Ostrander_Above Weir",2016,0.509,0.046,0.421,0.509,0.6
"Green",2016,0.536,0.037,0.464,0.535,0.611
"Upper NF Toutle",2016,0.477,0.053,0.373,0.477,0.581
"NF_MS Toutle",2016,0.479,0.051,0.381,0.478,0.58
"SF Toutle",2016,0.502,0.044,0.417,0.501,0.59
"Coweeman",2016,0.471,0.046,0.382,0.471,0.562
"Kalama",2016,0.489,0.051,0.391,0.489,0.59
"Lower Lewis",2016,0.456,0.05,0.358,0.455,0.553
"Upper NF Lewis",2016,0.477,0.053,0.372,0.477,0.584
"Cedar",2016,0.463,0.049,0.366,0.463,0.558
"EF Lewis",2016,0.445,0.049,0.351,0.445,0.539
"Salmon Creek",2016,0.492,0.052,0.392,0.492,0.596
"Washougal",2016,0.475,0.046,0.386,0.475,0.566
"Lower Gorge",2016,0.5,0.044,0.416,0.5,0.588
"Duncan_Above Weir",2016,0.469,0.049,0.373,0.469,0.568
"Grays_Chinook",2017,0.497,0.034,0.431,0.497,0.564
"Elochoman_Skamokawa",2017,0.487,0.048,0.394,0.487,0.583
"Abernathy",2017,0.457,0.031,0.397,0.457,0.518
"Abernathy_Above AFTC",2017,0.461,0.03,0.402,0.461,0.519
"Mill",2017,0.471,0.031,0.412,0.471,0.531
"Germany",2017,0.464,0.031,0.403,0.464,0.525
"Upper Cowlitz and Cispus",2017,0.477,0.053,0.375,0.477,0.582
"Tilton",2017,0.477,0.052,0.373,0.477,0.58
"Lower Cowlitz",2017,0.481,0.047,0.389,0.481,0.573
"Delameter_Above Weir",2017,0.432,0.05,0.331,0.432,0.529
"Lacamas_Above Weir",2017,0.485,0.051,0.387,0.486,0.586
"Olequa_Above Weir",2017,0.475,0.053,0.372,0.475,0.578
"Ostrander_Above Weir",2017,0.501,0.05,0.404,0.5,0.6
"Green",2017,0.465,0.048,0.37,0.465,0.56
"Upper NF Toutle",2017,0.477,0.052,0.375,0.477,0.58
"NF_MS Toutle",2017,0.47,0.053,0.367,0.47,0.572
"SF Toutle",2017,0.446,0.052,0.343,0.447,0.548
"Coweeman",2017,0.475,0.051,0.375,0.474,0.574
"Kalama",2017,0.498,0.05,0.399,0.497,0.597
"Lower Lewis",2017,0.491,0.048,0.396,0.49,0.586
"Upper NF Lewis",2017,0.477,0.054,0.372,0.477,0.584
"Cedar",2017,0.415,0.053,0.309,0.417,0.518
"EF Lewis",2017,0.477,0.047,0.386,0.477,0.57
"Salmon Creek",2017,0.49,0.05,0.392,0.489,0.591
"Washougal",2017,0.457,0.044,0.372,0.457,0.543
"Lower Gorge",2017,0.481,0.05,0.383,0.48,0.579
"Duncan_Above Weir",2017,0.479,0.049,0.383,0.478,0.575
"Grays_Chinook",2018,0.5,0.037,0.428,0.5,0.573
"Elochoman_Skamokawa",2018,0.51,0.048,0.416,0.51,0.605
"Abernathy",2018,0.432,0.035,0.364,0.432,0.5
"Abernathy_Above AFTC",2018,0.453,0.035,0.386,0.452,0.52
"Mill",2018,0.439,0.035,0.371,0.439,0.509
"Germany",2018,0.458,0.035,0.389,0.458,0.528
"Upper Cowlitz and Cispus",2018,0.477,0.053,0.373,0.477,0.583
"Tilton",2018,0.476,0.053,0.373,0.477,0.58
"Lower Cowlitz",2018,0.47,0.051,0.373,0.469,0.569
"Delameter_Above Weir",2018,0.492,0.047,0.402,0.491,0.586
"Lacamas_Above Weir",2018,0.474,0.053,0.369,0.473,0.578
"Olequa_Above Weir",2018,0.485,0.05,0.387,0.484,0.583
"Ostrander_Above Weir",2018,0.47,0.051,0.371,0.47,0.571
"Green",2018,0.491,0.05,0.393,0.49,0.591
"Upper NF Toutle",2018,0.477,0.053,0.373,0.477,0.586
"NF_MS Toutle",2018,0.473,0.052,0.37,0.474,0.577
"SF Toutle",2018,0.462,0.053,0.357,0.463,0.567
"Coweeman",2018,0.493,0.05,0.398,0.493,0.595
"Kalama",2018,0.478,0.049,0.384,0.478,0.574
"Lower Lewis",2018,0.483,0.051,0.382,0.483,0.582
"Upper NF Lewis",2018,0.477,0.052,0.376,0.478,0.581
"Cedar",2018,0.45,0.052,0.346,0.45,0.551
"EF Lewis",2018,0.486,0.047,0.394,0.485,0.578
"Salmon Creek",2018,0.474,0.047,0.383,0.474,0.566
"Washougal",2018,0.486,0.049,0.39,0.487,0.581
"Lower Gorge",2018,0.468,0.043,0.382,0.468,0.553
"Duncan_Above Weir",2018,0.46,0.05,0.362,0.46,0.556
"Grays_Chinook",2019,0.473,0.04,0.396,0.473,0.552
"Elochoman_Skamokawa",2019,0.426,0.039,0.349,0.426,0.502
"Abernathy",2019,0.5,0.029,0.444,0.501,0.557
"Abernathy_Above AFTC",2019,0.499,0.027,0.445,0.499,0.552
"Mill",2019,0.482,0.029,0.426,0.482,0.538
"Germany",2019,0.48,0.029,0.423,0.48,0.537
"Upper Cowlitz and Cispus",2019,0.476,0.052,0.374,0.476,0.58
"Tilton",2019,0.477,0.053,0.375,0.477,0.581
"Lower Cowlitz",2019,0.457,0.046,0.368,0.457,0.545
"Delameter_Above Weir",2019,0.428,0.051,0.327,0.429,0.525
"Lacamas_Above Weir",2019,0.475,0.052,0.374,0.475,0.576
"Olequa_Above Weir",2019,0.473,0.053,0.37,0.472,0.576
"Ostrander_Above Weir",2019,0.426,0.047,0.336,0.426,0.518
"Green",2019,0.484,0.047,0.394,0.484,0.576
"Upper NF Toutle",2019,0.477,0.052,0.373,0.477,0.579
"NF_MS Toutle",2019,0.493,0.052,0.392,0.492,0.596
"SF Toutle",2019,0.489,0.045,0.4,0.488,0.577
"Coweeman",2019,0.454,0.048,0.36,0.454,0.55
"Kalama",2019,0.464,0.047,0.37,0.464,0.557
"Lower Lewis",2019,0.443,0.044,0.357,0.443,0.531
"Upper NF Lewis",2019,0.477,0.051,0.375,0.477,0.58
"Cedar",2019,0.463,0.051,0.364,0.463,0.562
"EF Lewis",2019,0.468,0.046,0.375,0.468,0.557
"Salmon Creek",2019,0.491,0.049,0.396,0.491,0.59
"Washougal",2019,0.484,0.045,0.397,0.484,0.572
"Lower Gorge",2019,0.412,0.034,0.345,0.412,0.479
"Duncan_Above Weir",2019,0.503,0.041,0.422,0.502,0.584
"Grays_Chinook",2020,0.469,0.038,0.395,0.469,0.544
"Elochoman_Skamokawa",2020,0.424,0.039,0.346,0.424,0.502
"Abernathy",2020,0.449,0.048,0.357,0.449,0.545
"Abernathy_Above AFTC",2020,0.473,0.049,0.378,0.473,0.573
"Mill",2020,0.487,0.05,0.391,0.487,0.587
"Germany",2020,0.484,0.05,0.388,0.484,0.584
"Upper Cowlitz and Cispus",2020,0.477,0.052,0.375,0.477,0.578
"Tilton",2020,0.477,0.053,0.375,0.477,0.583
"Lower Cowlitz",2020,0.45,0.047,0.357,0.45,0.544
"Delameter_Above Weir",2020,0.478,0.048,0.383,0.478,0.574
"Lacamas_Above Weir",2020,0.486,0.051,0.384,0.485,0.587
"Olequa_Above Weir",2020,0.455,0.05,0.356,0.455,0.554
"Ostrander_Above Weir",2020,0.449,0.048,0.354,0.449,0.543
"Green",2020,0.485,0.043,0.401,0.485,0.571
"Upper NF Toutle",2020,0.477,0.054,0.372,0.477,0.583
"NF_MS Toutle",2020,0.492,0.051,0.392,0.491,0.594
"SF Toutle",2020,0.472,0.045,0.385,0.472,0.561
"Coweeman",2020,0.49,0.046,0.401,0.49,0.58
"Kalama",2020,0.525,0.048,0.432,0.524,0.62
"Lower Lewis",2020,0.535,0.029,0.478,0.535,0.592
"Upper NF Lewis",2020,0.477,0.053,0.374,0.477,0.579
"Cedar",2020,0.569,0.024,0.522,0.57,0.617
"EF Lewis",2020,0.457,0.041,0.375,0.457,0.537
"Salmon Creek",2020,0.466,0.049,0.368,0.466,0.56
"Washougal",2020,0.495,0.041,0.415,0.495,0.576
"Lower Gorge",2020,0.45,0.048,0.356,0.45,0.542
"Duncan_Above Weir",2020,0.405,0.047,0.311,0.405,0.496
"Grays_Chinook",2021,0.482,0.021,0.441,0.482,0.523
"Elochoman_Skamokawa",2021,0.46,0.028,0.405,0.46,0.516
"Abernathy",2021,0.469,0.048,0.375,0.469,0.564
"Abernathy_Above AFTC",2021,0.472,0.049,0.378,0.472,0.569
"Mill",2021,0.466,0.05,0.37,0.466,0.566
"Germany",2021,0.447,0.053,0.34,0.447,0.548
"Upper Cowlitz and Cispus",2021,0.477,0.053,0.37,0.477,0.581
"Tilton",2021,0.477,0.053,0.37,0.478,0.581
"Lower Cowlitz",2021,0.429,0.033,0.365,0.429,0.493
"Delameter_Above Weir",2021,0.403,0.046,0.312,0.404,0.491
"Lacamas_Above Weir",2021,0.468,0.053,0.364,0.468,0.574
"Olequa_Above Weir",2021,0.448,0.05,0.349,0.449,0.545
"Ostrander_Above Weir",2021,0.467,0.044,0.382,0.468,0.553
"Green",2021,0.498,0.038,0.424,0.497,0.573
"Upper NF Toutle",2021,0.477,0.052,0.374,0.477,0.582
"NF_MS Toutle",2021,0.469,0.053,0.365,0.469,0.572
"SF Toutle",2021,0.528,0.039,0.453,0.528,0.605
"Coweeman",2021,0.45,0.044,0.367,0.45,0.535
"Kalama",2021,0.497,0.048,0.403,0.497,0.593
"Lower Lewis",2021,0.467,0.05,0.367,0.467,0.565
"Upper NF Lewis",2021,0.477,0.053,0.374,0.477,0.581
"Cedar",2021,0.514,0.042,0.434,0.514,0.597
"EF Lewis",2021,0.422,0.035,0.354,0.422,0.491
"Salmon Creek",2021,0.443,0.048,0.347,0.443,0.537
"Washougal",2021,0.477,0.047,0.386,0.477,0.571
"Lower Gorge",2021,0.489,0.04,0.41,0.489,0.57
"Duncan_Above Weir",2021,0.45,0.037,0.378,0.45,0.522
"Grays_Chinook",2022,0.472,0.052,0.371,0.472,0.575
"Elochoman_Skamokawa",2022,0.451,0.051,0.347,0.451,0.549
"Abernathy",2022,0.486,0.049,0.391,0.486,0.583
"Abernathy_Above AFTC",2022,0.486,0.05,0.389,0.486,0.586
"Mill",2022,0.482,0.051,0.381,0.482,0.585
"Germany",2022,0.495,0.052,0.396,0.494,0.598
"Upper Cowlitz and Cispus",2022,0.477,0.052,0.374,0.477,0.581
"Tilton",2022,0.477,0.053,0.376,0.477,0.58
"Lower Cowlitz",2022,0.506,0.037,0.434,0.506,0.579
"Delameter_Above Weir",2022,0.501,0.049,0.406,0.499,0.599
"Lacamas_Above Weir",2022,0.502,0.051,0.403,0.501,0.603
"Olequa_Above Weir",2022,0.478,0.05,0.381,0.477,0.575
"Ostrander_Above Weir",2022,0.444,0.047,0.35,0.444,0.535
"Green",2022,0.456,0.048,0.36,0.456,0.55
"Upper NF Toutle",2022,0.477,0.052,0.377,0.477,0.579
"NF_MS Toutle",2022,0.475,0.053,0.371,0.475,0.579
"SF Toutle",2022,0.47,0.051,0.37,0.47,0.571
"Coweeman",2022,0.483,0.045,0.395,0.483,0.571
"Kalama",2022,0.482,0.044,0.395,0.482,0.569
"Lower Lewis",2022,0.533,0.049,0.441,0.532,0.633
"Upper NF Lewis",2022,0.477,0.053,0.373,0.477,0.582
"Cedar",2022,0.495,0.04,0.417,0.495,0.574
"EF Lewis",2022,0.481,0.047,0.39,0.481,0.573
"Salmon Creek",2022,0.473,0.051,0.371,0.473,0.573
"Washougal",2022,0.498,0.047,0.408,0.498,0.59
"Lower Gorge",2022,0.487,0.05,0.39,0.486,0.585
"Duncan_Above Weir",2022,0.485,0.042,0.404,0.485,0.567
