"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Salmon Creek",2021,3206,1100,1585,3043,5895
"SF Toutle",2021,3053,982,1644,2897,5364
"Tilton",2021,15016,452,14053,15037,15833
"Upper Cowlitz and Cispus",2021,29430,277,28848,29441,29945
"Washougal",2021,1110,358,590,1051,1976
"Coweeman",2022,4944,1184,3064,4793,7680
"EF Lewis",2022,4797,1743,2462,4450,9151
"Elochoman, Skamokawa",2022,1029,433,418,953,2045
"Grays, Chinook",2022,1671,831,611,1504,3710
"Kalama",2022,804,463,304,691,1983
"Lower Cowlitz",2022,5708,1392,3879,5436,9113
"Lower Gorge",2022,2005,1098,876,1770,4565
"Mill, Abernathy, Germany, Coal",2022,2267,207,1886,2258,2699
"NF Lewis",2022,14130,4292,10861,13082,24027
"NF Toutle",2022,3324,1199,2036,3089,6061
"Salmon Creek",2022,3315,1382,1464,3074,6717
"SF Toutle",2022,2547,1125,1051,2346,5239
"Tilton",2022,16443,1344,13265,16653,18465
"Upper Cowlitz and Cispus",2022,23652,921,21349,23839,24919
"Washougal",2022,1835,681,945,1695,3544
