"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Olequa_Above Weir",2012,0.473,0.056,0.363,0.473,0.581
"Ostrander_Above Weir",2012,0.472,0.056,0.364,0.472,0.582
"Green",2012,0.476,0.05,0.381,0.476,0.575
"Upper NF Toutle",2012,0.473,0.056,0.364,0.473,0.585
"NF_MS Toutle",2012,0.486,0.055,0.379,0.486,0.593
"SF Toutle",2012,0.474,0.049,0.378,0.474,0.572
"Coweeman",2012,0.469,0.048,0.379,0.469,0.566
"Kalama",2012,0.474,0.053,0.368,0.475,0.58
"Lower Lewis",2012,0.446,0.052,0.347,0.446,0.548
"Upper NF Lewis",2012,0.473,0.057,0.363,0.473,0.583
"Cedar",2012,0.437,0.05,0.34,0.437,0.537
"EF Lewis",2012,0.48,0.047,0.388,0.48,0.57
"Salmon Creek",2012,0.467,0.053,0.363,0.467,0.572
"Washougal",2012,0.473,0.05,0.375,0.472,0.574
"Lower Gorge",2012,0.533,0.045,0.445,0.533,0.62
"Duncan_Above Weir",2012,0.445,0.05,0.35,0.445,0.547
"Grays_Chinook",2013,0.514,0.033,0.448,0.514,0.581
"Elochoman_Skamokawa",2013,0.493,0.045,0.406,0.493,0.581
"Abernathy",2013,0.455,0.037,0.38,0.454,0.527
"Abernathy_Above AFTC",2013,0.43,0.038,0.358,0.43,0.505
"Mill",2013,0.414,0.04,0.333,0.414,0.492
"Germany",2013,0.438,0.039,0.361,0.438,0.517
"Coal",2013,0.474,0.057,0.362,0.474,0.589
"Upper Cowlitz and Cispus",2013,0.474,0.057,0.363,0.475,0.592
"Tilton",2013,0.474,0.057,0.363,0.474,0.585
"Lower Cowlitz",2013,0.459,0.042,0.375,0.459,0.545
"Delameter_Above Weir",2013,0.453,0.054,0.348,0.453,0.558
"Lacamas_Above Weir",2013,0.499,0.047,0.409,0.499,0.589
"Olequa_Above Weir",2013,0.462,0.045,0.373,0.462,0.552
"Ostrander_Above Weir",2013,0.466,0.057,0.356,0.466,0.578
"Green",2013,0.503,0.046,0.412,0.503,0.596
"Upper NF Toutle",2013,0.473,0.057,0.362,0.473,0.585
"NF_MS Toutle",2013,0.495,0.051,0.392,0.495,0.594
"SF Toutle",2013,0.541,0.045,0.454,0.541,0.629
"Coweeman",2013,0.472,0.045,0.384,0.472,0.557
"Kalama",2013,0.464,0.053,0.362,0.464,0.569
"Lower Lewis",2013,0.499,0.051,0.402,0.498,0.598
"Upper NF Lewis",2013,0.474,0.059,0.36,0.474,0.591
"Cedar",2013,0.454,0.04,0.375,0.453,0.532
"EF Lewis",2013,0.455,0.04,0.377,0.455,0.532
"Salmon Creek",2013,0.489,0.052,0.389,0.49,0.592
"Washougal",2013,0.478,0.049,0.379,0.478,0.577
"Lower Gorge",2013,0.48,0.045,0.392,0.48,0.569
"Duncan_Above Weir",2013,0.525,0.05,0.432,0.525,0.625
"Grays_Chinook",2014,0.504,0.018,0.468,0.504,0.539
"Elochoman_Skamokawa",2014,0.528,0.031,0.469,0.528,0.588
"Abernathy",2014,0.446,0.022,0.402,0.446,0.488
"Abernathy_Above AFTC",2014,0.405,0.021,0.364,0.405,0.447
"Mill",2014,0.46,0.022,0.417,0.459,0.503
"Germany",2014,0.452,0.021,0.412,0.452,0.494
"Coal",2014,0.473,0.058,0.361,0.472,0.589
"Upper Cowlitz and Cispus",2014,0.472,0.058,0.358,0.472,0.587
"Tilton",2014,0.473,0.058,0.36,0.473,0.587
"Lower Cowlitz",2014,0.425,0.028,0.371,0.426,0.479
"Delameter_Above Weir",2014,0.433,0.032,0.371,0.432,0.498
"Lacamas_Above Weir",2014,0.481,0.029,0.425,0.481,0.537
"Olequa_Above Weir",2014,0.505,0.027,0.452,0.505,0.556
"Ostrander_Above Weir",2014,0.517,0.033,0.453,0.517,0.581
"Green",2014,0.473,0.035,0.405,0.473,0.544
"Upper NF Toutle",2014,0.474,0.057,0.362,0.474,0.588
"NF_MS Toutle",2014,0.53,0.04,0.454,0.53,0.609
"SF Toutle",2014,0.498,0.026,0.446,0.497,0.549
"Coweeman",2014,0.509,0.036,0.439,0.509,0.577
"Kalama",2014,0.535,0.036,0.465,0.534,0.605
"Lower Lewis",2014,0.454,0.039,0.379,0.454,0.53
"Upper NF Lewis",2014,0.474,0.057,0.364,0.473,0.587
"Cedar",2014,0.473,0.047,0.378,0.474,0.565
"EF Lewis",2014,0.443,0.04,0.365,0.443,0.522
"Salmon Creek",2014,0.45,0.05,0.352,0.449,0.549
"Washougal",2014,0.466,0.041,0.389,0.467,0.547
"Lower Gorge",2014,0.525,0.041,0.443,0.525,0.606
"Duncan_Above Weir",2014,0.509,0.043,0.425,0.508,0.594
"Grays_Chinook",2015,0.474,0.046,0.387,0.474,0.566
"Elochoman_Skamokawa",2015,0.485,0.052,0.384,0.486,0.586
"Abernathy",2015,0.472,0.039,0.393,0.471,0.55
"Abernathy_Above AFTC",2015,0.448,0.039,0.371,0.448,0.527
"Mill",2015,0.463,0.039,0.387,0.464,0.538
"Germany",2015,0.47,0.039,0.392,0.47,0.549
"Coal",2015,0.473,0.056,0.363,0.473,0.584
"Upper Cowlitz and Cispus",2015,0.474,0.056,0.362,0.473,0.585
"Tilton",2015,0.473,0.056,0.366,0.473,0.584
"Lower Cowlitz",2015,0.482,0.054,0.376,0.482,0.59
"Delameter_Above Weir",2015,0.434,0.052,0.337,0.433,0.539
"Lacamas_Above Weir",2015,0.472,0.056,0.365,0.471,0.586
"Olequa_Above Weir",2015,0.484,0.055,0.377,0.483,0.589
"Ostrander_Above Weir",2015,0.455,0.054,0.349,0.455,0.564
"Green",2015,0.45,0.054,0.345,0.449,0.555
"Upper NF Toutle",2015,0.474,0.057,0.364,0.474,0.583
"NF_MS Toutle",2015,0.495,0.052,0.395,0.496,0.598
"SF Toutle",2015,0.51,0.047,0.418,0.51,0.605
"Coweeman",2015,0.465,0.05,0.37,0.465,0.562
"Kalama",2015,0.48,0.045,0.395,0.478,0.567
"Lower Lewis",2015,0.462,0.056,0.354,0.462,0.574
"Upper NF Lewis",2015,0.473,0.056,0.366,0.473,0.582
"Cedar",2015,0.463,0.056,0.352,0.462,0.572
"EF Lewis",2015,0.481,0.054,0.38,0.482,0.588
"Salmon Creek",2015,0.48,0.057,0.371,0.48,0.594
"Washougal",2015,0.485,0.053,0.382,0.485,0.59
"Lower Gorge",2015,0.498,0.052,0.396,0.498,0.601
"Duncan_Above Weir",2015,0.45,0.052,0.348,0.45,0.55
"Grays_Chinook",2016,0.472,0.029,0.417,0.472,0.531
"Elochoman_Skamokawa",2016,0.452,0.049,0.355,0.452,0.55
"Abernathy",2016,0.54,0.028,0.484,0.54,0.596
"Abernathy_Above AFTC",2016,0.544,0.027,0.493,0.544,0.595
"Mill",2016,0.53,0.028,0.475,0.53,0.583
"Germany",2016,0.529,0.029,0.471,0.528,0.584
"Coal",2016,0.473,0.055,0.367,0.472,0.583
"Upper Cowlitz and Cispus",2016,0.473,0.057,0.36,0.474,0.584
"Tilton",2016,0.473,0.056,0.365,0.473,0.584
"Lower Cowlitz",2016,0.481,0.049,0.385,0.48,0.578
"Delameter_Above Weir",2016,0.493,0.049,0.4,0.492,0.59
"Lacamas_Above Weir",2016,0.478,0.054,0.376,0.477,0.585
"Olequa_Above Weir",2016,0.458,0.054,0.352,0.458,0.565
"Ostrander_Above Weir",2016,0.522,0.05,0.426,0.521,0.623
"Green",2016,0.539,0.038,0.465,0.539,0.612
"Upper NF Toutle",2016,0.473,0.059,0.358,0.473,0.589
"NF_MS Toutle",2016,0.475,0.055,0.371,0.475,0.582
"SF Toutle",2016,0.505,0.046,0.415,0.504,0.595
"Coweeman",2016,0.468,0.05,0.371,0.468,0.567
"Kalama",2016,0.488,0.055,0.381,0.488,0.598
"Lower Lewis",2016,0.452,0.052,0.353,0.452,0.554
"Upper NF Lewis",2016,0.474,0.058,0.361,0.474,0.588
"Cedar",2016,0.458,0.053,0.355,0.457,0.566
"EF Lewis",2016,0.441,0.052,0.341,0.441,0.543
"Salmon Creek",2016,0.491,0.056,0.381,0.49,0.604
"Washougal",2016,0.47,0.048,0.375,0.47,0.567
"Lower Gorge",2016,0.501,0.047,0.41,0.501,0.591
"Duncan_Above Weir",2016,0.467,0.052,0.365,0.467,0.572
"Grays_Chinook",2017,0.496,0.036,0.425,0.497,0.567
"Elochoman_Skamokawa",2017,0.489,0.051,0.391,0.488,0.589
"Abernathy",2017,0.455,0.031,0.393,0.455,0.517
"Abernathy_Above AFTC",2017,0.464,0.03,0.408,0.464,0.52
"Mill",2017,0.471,0.03,0.412,0.471,0.53
"Germany",2017,0.462,0.032,0.401,0.461,0.526
"Coal",2017,0.475,0.057,0.365,0.475,0.589
"Upper Cowlitz and Cispus",2017,0.473,0.058,0.357,0.473,0.59
"Tilton",2017,0.473,0.056,0.363,0.474,0.585
"Lower Cowlitz",2017,0.481,0.05,0.382,0.48,0.581
"Delameter_Above Weir",2017,0.426,0.053,0.32,0.426,0.53
"Lacamas_Above Weir",2017,0.496,0.053,0.393,0.495,0.601
"Olequa_Above Weir",2017,0.472,0.056,0.366,0.471,0.585
"Ostrander_Above Weir",2017,0.51,0.052,0.409,0.509,0.614
"Green",2017,0.459,0.052,0.358,0.458,0.561
"Upper NF Toutle",2017,0.473,0.057,0.36,0.473,0.586
"NF_MS Toutle",2017,0.468,0.058,0.357,0.467,0.586
"SF Toutle",2017,0.435,0.056,0.328,0.434,0.544
"Coweeman",2017,0.473,0.052,0.371,0.472,0.577
"Kalama",2017,0.497,0.053,0.392,0.496,0.601
"Lower Lewis",2017,0.493,0.052,0.392,0.492,0.598
"Upper NF Lewis",2017,0.473,0.057,0.364,0.474,0.583
"Cedar",2017,0.402,0.056,0.295,0.403,0.506
"EF Lewis",2017,0.472,0.05,0.374,0.472,0.573
"Salmon Creek",2017,0.493,0.054,0.391,0.492,0.599
"Washougal",2017,0.454,0.044,0.37,0.454,0.544
"Lower Gorge",2017,0.478,0.053,0.377,0.478,0.582
"Duncan_Above Weir",2017,0.48,0.053,0.379,0.478,0.585
"Grays_Chinook",2018,0.501,0.037,0.43,0.5,0.575
"Elochoman_Skamokawa",2018,0.515,0.053,0.41,0.514,0.62
"Abernathy",2018,0.427,0.035,0.357,0.427,0.497
"Abernathy_Above AFTC",2018,0.45,0.035,0.384,0.45,0.52
"Mill",2018,0.433,0.037,0.362,0.433,0.504
"Germany",2018,0.457,0.036,0.387,0.457,0.528
"Coal",2018,0.478,0.055,0.373,0.477,0.589
"Upper Cowlitz and Cispus",2018,0.474,0.056,0.365,0.473,0.585
"Tilton",2018,0.473,0.055,0.365,0.472,0.584
"Lower Cowlitz",2018,0.464,0.054,0.358,0.464,0.571
"Delameter_Above Weir",2018,0.501,0.05,0.405,0.5,0.601
"Lacamas_Above Weir",2018,0.471,0.057,0.361,0.472,0.584
"Olequa_Above Weir",2018,0.485,0.055,0.375,0.484,0.595
"Ostrander_Above Weir",2018,0.469,0.054,0.365,0.47,0.576
"Green",2018,0.489,0.052,0.388,0.489,0.591
"Upper NF Toutle",2018,0.473,0.057,0.362,0.472,0.589
"NF_MS Toutle",2018,0.47,0.056,0.36,0.47,0.581
"SF Toutle",2018,0.454,0.057,0.34,0.453,0.566
"Coweeman",2018,0.493,0.055,0.389,0.493,0.6
"Kalama",2018,0.478,0.052,0.378,0.479,0.577
"Lower Lewis",2018,0.481,0.056,0.373,0.481,0.589
"Upper NF Lewis",2018,0.474,0.056,0.366,0.474,0.586
"Cedar",2018,0.439,0.055,0.33,0.439,0.546
"EF Lewis",2018,0.483,0.049,0.389,0.483,0.578
"Salmon Creek",2018,0.472,0.048,0.376,0.472,0.567
"Washougal",2018,0.484,0.051,0.385,0.484,0.583
"Lower Gorge",2018,0.466,0.045,0.378,0.467,0.554
"Duncan_Above Weir",2018,0.456,0.053,0.355,0.455,0.56
"Grays_Chinook",2019,0.47,0.042,0.388,0.469,0.551
"Elochoman_Skamokawa",2019,0.421,0.041,0.343,0.421,0.503
"Abernathy",2019,0.5,0.028,0.444,0.5,0.556
"Abernathy_Above AFTC",2019,0.505,0.028,0.448,0.504,0.56
"Mill",2019,0.482,0.03,0.423,0.481,0.539
"Germany",2019,0.479,0.029,0.421,0.48,0.535
"Coal",2019,0.481,0.054,0.376,0.48,0.589
"Upper Cowlitz and Cispus",2019,0.474,0.055,0.365,0.474,0.582
"Tilton",2019,0.474,0.056,0.365,0.474,0.583
"Lower Cowlitz",2019,0.456,0.048,0.365,0.455,0.549
"Delameter_Above Weir",2019,0.423,0.055,0.314,0.423,0.532
"Lacamas_Above Weir",2019,0.474,0.056,0.369,0.473,0.581
"Olequa_Above Weir",2019,0.469,0.056,0.359,0.469,0.58
"Ostrander_Above Weir",2019,0.425,0.049,0.331,0.424,0.521
"Green",2019,0.485,0.052,0.384,0.485,0.585
"Upper NF Toutle",2019,0.474,0.057,0.361,0.473,0.588
"NF_MS Toutle",2019,0.492,0.055,0.385,0.491,0.601
"SF Toutle",2019,0.489,0.046,0.4,0.488,0.581
"Coweeman",2019,0.447,0.051,0.348,0.447,0.55
"Kalama",2019,0.458,0.051,0.357,0.459,0.555
"Lower Lewis",2019,0.438,0.045,0.352,0.438,0.529
"Upper NF Lewis",2019,0.474,0.057,0.36,0.474,0.587
"Cedar",2019,0.459,0.054,0.355,0.459,0.566
"EF Lewis",2019,0.464,0.049,0.365,0.464,0.559
"Salmon Creek",2019,0.493,0.055,0.39,0.492,0.603
"Washougal",2019,0.482,0.047,0.394,0.481,0.577
"Lower Gorge",2019,0.406,0.036,0.338,0.406,0.476
"Duncan_Above Weir",2019,0.508,0.043,0.425,0.508,0.592
"Grays_Chinook",2020,0.466,0.039,0.391,0.466,0.542
"Elochoman_Skamokawa",2020,0.417,0.039,0.341,0.417,0.493
"Abernathy",2020,0.435,0.05,0.342,0.434,0.534
"Abernathy_Above AFTC",2020,0.459,0.048,0.368,0.458,0.555
"Mill",2020,0.476,0.049,0.377,0.475,0.573
"Germany",2020,0.472,0.051,0.373,0.471,0.572
"Coal",2020,0.467,0.055,0.361,0.467,0.58
"Upper Cowlitz and Cispus",2020,0.473,0.056,0.366,0.473,0.583
"Tilton",2020,0.474,0.057,0.362,0.475,0.585
"Lower Cowlitz",2020,0.442,0.05,0.342,0.443,0.539
"Delameter_Above Weir",2020,0.483,0.051,0.385,0.483,0.583
"Lacamas_Above Weir",2020,0.486,0.054,0.383,0.485,0.591
"Olequa_Above Weir",2020,0.449,0.055,0.343,0.448,0.558
"Ostrander_Above Weir",2020,0.443,0.052,0.343,0.444,0.546
"Green",2020,0.485,0.045,0.399,0.485,0.574
"Upper NF Toutle",2020,0.473,0.057,0.366,0.473,0.583
"NF_MS Toutle",2020,0.491,0.056,0.386,0.491,0.599
"SF Toutle",2020,0.468,0.046,0.377,0.467,0.558
"Coweeman",2020,0.491,0.05,0.395,0.49,0.592
"Kalama",2020,0.531,0.05,0.435,0.53,0.628
"Lower Lewis",2020,0.538,0.028,0.483,0.538,0.593
"Upper NF Lewis",2020,0.473,0.058,0.364,0.472,0.589
"Cedar",2020,0.571,0.024,0.524,0.571,0.617
"EF Lewis",2020,0.451,0.044,0.365,0.45,0.535
"Salmon Creek",2020,0.464,0.052,0.362,0.464,0.566
"Washougal",2020,0.498,0.042,0.413,0.498,0.58
"Lower Gorge",2020,0.444,0.047,0.351,0.444,0.537
"Duncan_Above Weir",2020,0.395,0.049,0.299,0.396,0.493
"Grays_Chinook",2021,0.482,0.021,0.44,0.482,0.524
"Elochoman_Skamokawa",2021,0.458,0.029,0.401,0.458,0.515
"Abernathy",2021,0.457,0.04,0.38,0.457,0.536
"Abernathy_Above AFTC",2021,0.457,0.039,0.381,0.457,0.534
"Mill",2021,0.454,0.041,0.375,0.453,0.535
"Germany",2021,0.439,0.044,0.356,0.438,0.526
"Coal",2021,0.448,0.054,0.342,0.448,0.556
"Upper Cowlitz and Cispus",2021,0.474,0.057,0.363,0.473,0.585
"Tilton",2021,0.473,0.056,0.363,0.472,0.585
"Lower Cowlitz",2021,0.425,0.034,0.36,0.425,0.491
"Delameter_Above Weir",2021,0.376,0.049,0.283,0.376,0.47
"Lacamas_Above Weir",2021,0.463,0.057,0.354,0.462,0.575
"Olequa_Above Weir",2021,0.442,0.053,0.337,0.442,0.545
"Ostrander_Above Weir",2021,0.462,0.046,0.369,0.462,0.553
"Green",2021,0.502,0.04,0.424,0.502,0.581
"Upper NF Toutle",2021,0.473,0.057,0.363,0.473,0.581
"NF_MS Toutle",2021,0.459,0.054,0.356,0.46,0.568
"SF Toutle",2021,0.534,0.04,0.456,0.533,0.613
"Coweeman",2021,0.448,0.046,0.358,0.448,0.539
"Kalama",2021,0.497,0.051,0.396,0.497,0.596
"Lower Lewis",2021,0.464,0.054,0.362,0.464,0.572
"Upper NF Lewis",2021,0.474,0.059,0.356,0.474,0.588
"Cedar",2021,0.513,0.044,0.429,0.514,0.599
"EF Lewis",2021,0.42,0.035,0.353,0.419,0.488
"Salmon Creek",2021,0.444,0.052,0.342,0.443,0.55
"Washougal",2021,0.476,0.05,0.38,0.476,0.575
"Lower Gorge",2021,0.49,0.042,0.409,0.491,0.575
"Duncan_Above Weir",2021,0.45,0.037,0.377,0.45,0.521
"Grays_Chinook",2022,0.398,0.038,0.324,0.397,0.473
"Elochoman_Skamokawa",2022,0.525,0.04,0.447,0.524,0.604
"Abernathy",2022,0.471,0.045,0.384,0.47,0.561
"Abernathy_Above AFTC",2022,0.468,0.046,0.38,0.467,0.56
"Mill",2022,0.469,0.048,0.378,0.469,0.566
"Germany",2022,0.486,0.046,0.396,0.486,0.575
"Coal",2022,0.49,0.052,0.392,0.49,0.593
"Upper Cowlitz and Cispus",2022,0.473,0.057,0.364,0.474,0.584
"Tilton",2022,0.474,0.057,0.365,0.472,0.584
"Lower Cowlitz",2022,0.505,0.037,0.434,0.505,0.579
"Delameter_Above Weir",2022,0.508,0.051,0.409,0.506,0.607
"Lacamas_Above Weir",2022,0.509,0.055,0.404,0.508,0.615
"Olequa_Above Weir",2022,0.473,0.054,0.368,0.472,0.579
"Ostrander_Above Weir",2022,0.43,0.047,0.341,0.43,0.526
"Green",2022,0.451,0.052,0.349,0.451,0.556
"Upper NF Toutle",2022,0.473,0.057,0.363,0.473,0.582
"NF_MS Toutle",2022,0.47,0.057,0.358,0.469,0.584
"SF Toutle",2022,0.455,0.056,0.348,0.455,0.567
"Coweeman",2022,0.49,0.048,0.395,0.491,0.585
"Kalama",2022,0.482,0.046,0.391,0.482,0.574
"Lower Lewis",2022,0.538,0.051,0.44,0.538,0.638
"Upper NF Lewis",2022,0.474,0.057,0.358,0.474,0.584
"Cedar",2022,0.465,0.026,0.413,0.465,0.516
"EF Lewis",2022,0.449,0.043,0.363,0.448,0.534
"Salmon Creek",2022,0.469,0.055,0.359,0.469,0.58
"Washougal",2022,0.491,0.046,0.402,0.491,0.579
"Lower Gorge",2022,0.441,0.037,0.369,0.441,0.514
"Duncan_Above Weir",2022,0.487,0.042,0.406,0.487,0.571
"Grays_Chinook",2023,0.476,0.042,0.396,0.475,0.56
"Elochoman_Skamokawa",2023,0.477,0.041,0.398,0.476,0.56
"Abernathy",2023,0.456,0.039,0.38,0.456,0.53
"Abernathy_Above AFTC",2023,0.458,0.039,0.383,0.457,0.536
"Mill",2023,0.454,0.04,0.378,0.453,0.534
"Germany",2023,0.453,0.04,0.376,0.453,0.53
"Coal",2023,0.49,0.053,0.388,0.49,0.592
"Upper Cowlitz and Cispus",2023,0.474,0.056,0.362,0.473,0.584
"Tilton",2023,0.473,0.056,0.369,0.473,0.582
"Lower Cowlitz",2023,0.489,0.045,0.401,0.489,0.577
"Delameter_Above Weir",2023,0.471,0.049,0.378,0.47,0.566
"Lacamas_Above Weir",2023,0.448,0.052,0.346,0.447,0.554
"Olequa_Above Weir",2023,0.485,0.049,0.389,0.484,0.582
"Ostrander_Above Weir",2023,0.477,0.047,0.383,0.477,0.568
"Green",2023,0.495,0.045,0.409,0.496,0.583
"Upper NF Toutle",2023,0.475,0.057,0.365,0.476,0.586
"NF_MS Toutle",2023,0.481,0.054,0.375,0.48,0.588
"SF Toutle",2023,0.465,0.042,0.382,0.465,0.547
"Coweeman",2023,0.504,0.048,0.409,0.503,0.599
"Kalama",2023,0.517,0.05,0.421,0.518,0.614
"Lower Lewis",2023,0.463,0.053,0.362,0.464,0.565
"Upper NF Lewis",2023,0.473,0.056,0.365,0.473,0.583
"Cedar",2023,0.623,0.02,0.584,0.623,0.663
"EF Lewis",2023,0.493,0.042,0.412,0.493,0.577
"Salmon Creek",2023,0.459,0.054,0.355,0.458,0.566
"Washougal",2023,0.456,0.052,0.357,0.455,0.561
"Lower Gorge",2023,0.454,0.043,0.37,0.453,0.538
"Duncan_Above Weir",2023,0.454,0.056,0.347,0.454,0.565
"Grays_Chinook",2024,0.468,0.033,0.404,0.468,0.533
"Elochoman_Skamokawa",2024,0.542,0.022,0.499,0.542,0.585
"Abernathy",2024,0.456,0.031,0.395,0.456,0.517
"Abernathy_Above AFTC",2024,0.462,0.032,0.399,0.462,0.525
"Mill",2024,0.453,0.034,0.387,0.453,0.518
"Germany",2024,0.456,0.033,0.392,0.456,0.52
"Coal",2024,0.471,0.045,0.383,0.471,0.558
"Upper Cowlitz and Cispus",2024,0.474,0.057,0.362,0.472,0.587
"Tilton",2024,0.473,0.056,0.362,0.473,0.587
"Lower Cowlitz",2024,0.458,0.04,0.379,0.458,0.537
"Delameter_Above Weir",2024,0.453,0.042,0.371,0.453,0.539
"Lacamas_Above Weir",2024,0.485,0.05,0.385,0.485,0.582
"Olequa_Above Weir",2024,0.441,0.047,0.351,0.442,0.532
"Ostrander_Above Weir",2024,0.419,0.039,0.344,0.418,0.495
"Green",2024,0.466,0.05,0.369,0.466,0.564
"Upper NF Toutle",2024,0.473,0.057,0.363,0.472,0.589
"NF_MS Toutle",2024,0.479,0.054,0.374,0.478,0.587
"SF Toutle",2024,0.452,0.05,0.353,0.451,0.549
"Coweeman",2024,0.42,0.053,0.318,0.418,0.525
"Kalama",2024,0.509,0.052,0.41,0.51,0.609
"Lower Lewis",2024,0.485,0.057,0.374,0.484,0.599
"Upper NF Lewis",2024,0.474,0.058,0.362,0.474,0.587
"Cedar",2024,0.571,0.023,0.525,0.571,0.615
"EF Lewis",2024,0.5,0.037,0.43,0.501,0.574
"Salmon Creek",2024,0.486,0.05,0.389,0.485,0.583
"Washougal",2024,0.499,0.048,0.406,0.499,0.596
"Lower Gorge",2024,0.474,0.043,0.388,0.474,0.56
"Duncan_Above Weir",2024,0.392,0.035,0.325,0.391,0.462
"Grays_Chinook",2025,0.468,0.032,0.407,0.469,0.529
"Elochoman_Skamokawa",2025,0.522,0.03,0.462,0.522,0.583
"Abernathy",2025,0.495,0.036,0.424,0.495,0.566
"Abernathy_Above AFTC",2025,0.492,0.036,0.422,0.493,0.563
"Mill",2025,0.499,0.039,0.424,0.499,0.576
"Germany",2025,0.493,0.038,0.42,0.493,0.569
"Coal",2025,0.464,0.057,0.356,0.463,0.574
"Upper Cowlitz and Cispus",2025,0.473,0.056,0.361,0.474,0.585
"Tilton",2025,0.473,0.058,0.359,0.472,0.585
"Lower Cowlitz",2025,0.435,0.046,0.345,0.434,0.528
"Delameter_Above Weir",2025,0.395,0.048,0.305,0.393,0.494
