"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Upper Cowlitz and Cispus",2019,6141,153,5821,6147,6422
"Washougal",2019,936,347,427,880,1748
"Coweeman",2020,871,503,202,764,2106
"EF Lewis",2020,252,235,20,181,863
"Elochoman, Skamokawa",2020,355,304,29,267,1174
"Grays, Chinook",2020,889,519,167,810,2129
"Kalama",2020,698,406,260,597,1701
"Lower Cowlitz",2020,470,591,100,284,2003
"Lower Gorge",2020,204,209,13,143,734
"Mill, Abernathy, Germany, Coal",2020,175,89,50,160,390
"NF Lewis",2020,6136,563,5306,6047,7435
"NF Toutle",2020,491,310,166,416,1265
"Salmon Creek",2020,618,482,81,494,1836
"SF Toutle",2020,97,108,6,63,375
"Tilton",2020,9933,1431,6462,10242,11903
"Upper Cowlitz and Cispus",2020,10825,1499,7098,11137,12805
"Washougal",2020,1381,561,628,1269,2773
