"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Salmon Creek",2019,0.116,0.073,0.022,0.102,0.312
"SF Toutle",2019,0.111,0.056,0.033,0.101,0.256
"Tilton",2019,0.782,0.007,0.768,0.783,0.796
"Upper Cowlitz and Cispus",2019,0.633,0.007,0.619,0.633,0.645
"Washougal",2019,0.556,0.088,0.393,0.559,0.722
"Coweeman",2020,0.167,0.075,0.059,0.156,0.34
"EF Lewis",2020,0.098,0.051,0.025,0.093,0.218
"Elochoman, Skamokawa",2020,0.217,0.1,0.075,0.196,0.457
"Grays, Chinook",2020,0.413,0.144,0.137,0.412,0.679
"Kalama",2020,0.717,0.097,0.515,0.728,0.88
"Lower Cowlitz",2020,0.078,0.042,0.033,0.069,0.201
"Lower Gorge",2020,0.112,0.078,0.018,0.09,0.307
"Mill, Abernathy, Germany, Coal",2020,0.127,0.038,0.06,0.122,0.207
"NF Lewis",2020,0.548,0.017,0.518,0.546,0.585
"NF Toutle",2020,0.175,0.063,0.082,0.165,0.315
"Salmon Creek",2020,0.119,0.071,0.023,0.105,0.281
"SF Toutle",2020,0.063,0.032,0.021,0.056,0.138
"Tilton",2020,0.818,0.005,0.809,0.818,0.827
"Upper Cowlitz and Cispus",2020,0.58,0.005,0.57,0.581,0.589
"Washougal",2020,0.615,0.068,0.482,0.619,0.735
"Coweeman",2021,0.21,0.06,0.108,0.208,0.334
"EF Lewis",2021,0.072,0.025,0.036,0.07,0.132
"Elochoman, Skamokawa",2021,0.458,0.048,0.378,0.457,0.555
"Grays, Chinook",2021,0.567,0.07,0.408,0.569,0.699
"Kalama",2021,0.735,0.087,0.555,0.741,0.88
"Lower Cowlitz",2021,0.155,0.039,0.091,0.15,0.239
"Lower Gorge",2021,0.07,0.04,0.017,0.06,0.166
"Mill, Abernathy, Germany, Coal",2021,0.147,0.029,0.094,0.147,0.204
"NF Lewis",2021,0.607,0.028,0.554,0.606,0.668
"NF Toutle",2021,0.167,0.08,0.064,0.153,0.357
"Salmon Creek",2021,0.063,0.049,0.007,0.049,0.189
"SF Toutle",2021,0.112,0.032,0.058,0.108,0.178
"Tilton",2021,0.571,0.012,0.547,0.571,0.593
"Upper Cowlitz and Cispus",2021,0.671,0.003,0.664,0.671,0.677
"Washougal",2021,0.19,0.072,0.07,0.182,0.334
"Coweeman",2022,0.105,0.046,0.034,0.098,0.211
"EF Lewis",2022,0.099,0.051,0.023,0.089,0.226
"Elochoman, Skamokawa",2022,0.178,0.085,0.049,0.165,0.379
"Grays, Chinook",2022,0.4,0.137,0.123,0.387,0.668
"Kalama",2022,0.58,0.076,0.435,0.581,0.725
"Lower Cowlitz",2022,0.153,0.061,0.071,0.14,0.309
"Lower Gorge",2022,0.189,0.101,0.04,0.171,0.423
"Mill, Abernathy, Germany, Coal",2022,0.234,0.043,0.154,0.232,0.322
"NF Lewis",2022,0.593,0.034,0.548,0.586,0.69
"NF Toutle",2022,0.17,0.082,0.059,0.151,0.368
"Salmon Creek",2022,0.086,0.073,0.007,0.067,0.291
"SF Toutle",2022,0.146,0.08,0.045,0.128,0.339
"Tilton",2022,0.553,0.011,0.53,0.554,0.572
"Upper Cowlitz and Cispus",2022,0.508,0.006,0.496,0.508,0.518
"Washougal",2022,0.376,0.089,0.209,0.37,0.562
"Coweeman",2023,0.122,0.059,0.034,0.111,0.263
"EF Lewis",2023,0.176,0.065,0.071,0.168,0.326
"Elochoman, Skamokawa",2023,0.162,0.075,0.047,0.156,0.326
"Grays, Chinook",2023,0.327,0.108,0.144,0.317,0.57
"Kalama",2023,0.531,0.093,0.361,0.534,0.701
"Lower Cowlitz",2023,0.187,0.055,0.118,0.176,0.335
"Lower Gorge",2023,0.099,0.087,0.009,0.071,0.352
"Mill, Abernathy, Germany, Coal",2023,0.139,0.023,0.098,0.139,0.184
"NF Lewis",2023,0.672,0.071,0.585,0.654,0.862
"NF Toutle",2023,0.209,0.061,0.115,0.203,0.34
"Salmon Creek",2023,0.164,0.105,0.022,0.145,0.421
"SF Toutle",2023,0.201,0.053,0.113,0.199,0.313
"Tilton",2023,0.833,0.023,0.77,0.839,0.861
"Upper Cowlitz and Cispus",2023,0.521,0.015,0.484,0.523,0.542
"Washougal",2023,0.276,0.129,0.077,0.26,0.549
