"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"EF Lewis",2014,4282,1434,2003,4095,7442
"Elochoman, Skamokawa",2014,3775,870,2448,3620,5733
"Grays, Chinook",2014,2811,602,1886,2757,4276
"Kalama",2014,160,76,50,146,355
"Lower Cowlitz",2014,25593,2154,22175,25304,29971
"Lower Gorge",2014,1934,609,967,1853,3416
"Mill, Abernathy, Germany, Coal",2014,3502,1365,2657,3211,6660
"NF Lewis",2014,5149,791,4034,5037,6796
"NF Toutle",2014,5630,1520,3703,5372,8961
"Salmon Creek",2014,3773,1602,1545,3455,7518
"SF Toutle",2014,11004,4843,5820,9828,22915
"Tilton",2014,8912,93,8732,8908,9095
"Upper Cowlitz and Cispus",2014,6844,82,6687,6841,7009
"Washougal",2014,1001,367,409,964,1881
"Coweeman",2015,1335,332,767,1312,2066
"EF Lewis",2015,536,213,216,507,1038
"Elochoman, Skamokawa",2015,396,140,181,379,733
"Grays, Chinook",2015,340,96,166,337,530
"Kalama",2015,31,15,9,29,70
"Lower Cowlitz",2015,2656,490,1918,2605,3642
"Lower Gorge",2015,390,103,230,376,611
"Mill, Abernathy, Germany, Coal",2015,823,147,626,797,1191
"NF Lewis",2015,1066,182,802,1044,1494
"NF Toutle",2015,931,235,571,896,1462
"Salmon Creek",2015,725,311,274,668,1472
"SF Toutle",2015,1730,605,906,1604,3179
"Tilton",2015,1361,35,1293,1360,1437
"Upper Cowlitz and Cispus",2015,373,19,337,373,409
"Washougal",2015,170,65,69,163,309
"Coweeman",2016,3335,716,2217,3281,5083
"EF Lewis",2016,1129,460,433,1069,2212
"Elochoman, Skamokawa",2016,890,251,488,862,1470
"Grays, Chinook",2016,670,172,377,660,1041
"Kalama",2016,73,31,27,70,152
"Lower Cowlitz",2016,4763,911,3540,4623,7241
"Lower Gorge",2016,846,301,468,791,1664
"Mill, Abernathy, Germany, Coal",2016,1414,249,1139,1377,2048
"NF Lewis",2016,3663,563,2869,3598,5173
"NF Toutle",2016,1967,332,1461,1918,2698
"Salmon Creek",2016,1584,644,647,1468,3225
"SF Toutle",2016,2712,845,1551,2585,4634
"Tilton",2016,2627,54,2523,2629,2731
"Upper Cowlitz and Cispus",2016,910,30,854,910,972
"Washougal",2016,352,119,168,343,644
"Coweeman",2017,2643,618,1576,2564,4108
"EF Lewis",2017,1598,599,854,1474,3114
"Elochoman, Skamokawa",2017,1071,303,607,1015,1728
"Grays, Chinook",2017,456,136,230,448,796
"Kalama",2017,64,28,24,60,144
"Lower Cowlitz",2017,2942,589,2031,2879,4302
"Lower Gorge",2017,582,202,272,562,1024
"Mill, Abernathy, Germany, Coal",2017,1036,131,843,1014,1339
"NF Lewis",2017,4567,516,3715,4503,5661
"NF Toutle",2017,959,205,645,946,1438
"Salmon Creek",2017,1369,544,667,1238,2832
"SF Toutle",2017,1293,427,590,1267,2243
"Tilton",2017,5187,73,5045,5191,5323
"Upper Cowlitz and Cispus",2017,5205,70,5073,5203,5333
"Washougal",2017,296,103,146,282,552
"Coweeman",2018,2886,767,1677,2796,4556
"EF Lewis",2018,1810,595,950,1683,3265
"Elochoman, Skamokawa",2018,1353,445,753,1258,2443
"Grays, Chinook",2018,475,162,218,459,848
"Kalama",2018,84,39,30,76,188
"Lower Cowlitz",2018,2918,536,2123,2860,4141
"Lower Gorge",2018,644,225,334,605,1240
"Mill, Abernathy, Germany, Coal",2018,1140,100,943,1136,1322
"NF Lewis",2018,3218,707,2148,3111,4767
"NF Toutle",2018,1006,231,630,956,1560
"Salmon Creek",2018,1472,642,749,1350,3464
"SF Toutle",2018,1279,446,587,1225,2232
"Tilton",2018,1320,35,1257,1317,1387
"Upper Cowlitz and Cispus",2018,173,14,149,172,199
"Washougal",2018,333,125,157,312,599
"Coweeman",2019,3780,871,2309,3711,5673
"EF Lewis",2019,2571,773,1368,2499,4296
"Elochoman, Skamokawa",2019,1995,550,1126,1912,3327
"Grays, Chinook",2019,809,250,348,793,1366
"Kalama",2019,151,73,62,135,344
"Lower Cowlitz",2019,3398,728,2409,3315,4968
"Lower Gorge",2019,1220,411,704,1131,2150
"Mill, Abernathy, Germany, Coal",2019,1784,142,1511,1786,2088
"NF Lewis",2019,4222,945,2889,4040,6666
"NF Toutle",2019,2195,367,1678,2134,3027
"Salmon Creek",2019,1875,899,931,1666,4081
"SF Toutle",2019,2506,743,1362,2413,4183
"Tilton",2019,1560,39,1481,1562,1636
"Upper Cowlitz and Cispus",2019,3559,59,3442,3561,3674
"Washougal",2019,601,197,314,566,1055
"Coweeman",2020,4816,1057,3156,4708,7101
"EF Lewis",2020,2604,867,1198,2520,4659
"Elochoman, Skamokawa",2020,2126,590,1210,2047,3535
"Grays, Chinook",2020,1028,273,555,1019,1632
"Kalama",2020,258,122,107,233,590
"Lower Cowlitz",2020,4858,840,3477,4791,6616
"Lower Gorge",2020,1217,432,568,1142,2301
"Mill, Abernathy, Germany, Coal",2020,1817,175,1474,1806,2162
"NF Lewis",2020,6763,473,6018,6710,7947
"NF Toutle",2020,2156,408,1470,2095,3058
"Salmon Creek",2020,1759,692,885,1620,3232
"SF Toutle",2020,2685,814,1519,2542,4509
"Tilton",2020,2404,48,2312,2407,2496
"Upper Cowlitz and Cispus",2020,8903,90,8717,8901,9070
"Washougal",2020,862,266,478,818,1560
"Coweeman",2021,4925,1060,3261,4809,7320
"EF Lewis",2021,4654,1510,2635,4335,8515
"Elochoman, Skamokawa",2021,1840,425,1179,1788,2847
"Grays, Chinook",2021,1229,287,793,1175,1871
"Kalama",2021,256,108,113,240,546
"Lower Cowlitz",2021,6017,1118,4366,5824,8631
"Lower Gorge",2021,1470,497,827,1359,2737
"Mill, Abernathy, Germany, Coal",2021,1757,152,1491,1749,2081
"NF Lewis",2021,4944,562,4134,4847,6215
"NF Toutle",2021,2427,496,1679,2356,3688
"Salmon Creek",2021,1588,632,798,1426,3047
"SF Toutle",2021,2845,838,1665,2720,4846
"Tilton",2021,6395,81,6239,6395,6560
"Upper Cowlitz and Cispus",2021,9668,100,9471,9670,9863
"Washougal",2021,787,243,439,746,1319
"Coweeman",2022,4511,970,2989,4351,6681
"EF Lewis",2022,3238,937,1860,3105,5250
"Elochoman, Skamokawa",2022,1099,367,558,1039,1891
"Grays, Chinook",2022,1101,311,584,1082,1790
"Kalama",2022,268,104,123,248,571
"Lower Cowlitz",2022,4594,838,3328,4454,6546
"Lower Gorge",2022,1430,476,855,1325,2789
"Mill, Abernathy, Germany, Coal",2022,2435,224,1996,2438,2884
"NF Lewis",2022,5773,401,5094,5736,6733
"NF Toutle",2022,2555,458,1826,2528,3620
"Salmon Creek",2022,1262,549,501,1159,2597
"SF Toutle",2022,2284,877,1002,2200,4233
"Tilton",2022,7251,88,7085,7258,7428
"Upper Cowlitz and Cispus",2022,11503,109,11301,11499,11716
"Washougal",2022,820,257,445,780,1463
"Coweeman",2023,3586,890,2210,3450,5621
"EF Lewis",2023,1753,742,744,1611,3492
"Elochoman, Skamokawa",2023,1690,408,1085,1625,2547
"Grays, Chinook",2023,1086,354,563,1012,1863
"Kalama",2023,308,202,119,263,692
"Lower Cowlitz",2023,5732,874,4227,5665,7652
"Lower Gorge",2023,1023,427,445,933,2028
"Mill, Abernathy, Germany, Coal",2023,2792,228,2376,2778,3230
"NF Lewis",2023,4705,428,4242,4613,5765
"NF Toutle",2023,2009,481,1269,1965,2975
"Salmon Creek",2023,886,591,206,778,2457
"SF Toutle",2023,2175,867,1022,2015,4323
"Tilton",2023,1337,37,1267,1336,1409
"Upper Cowlitz and Cispus",2023,6271,82,6095,6270,6412
"Washougal",2023,593,236,239,569,1136
