"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"NF Lewis",2015,0.784,0.026,0.727,0.786,0.828
"NF Toutle",2015,0.562,0.097,0.371,0.562,0.75
"Salmon Creek",2015,0.046,0.055,0.002,0.027,0.204
"SF Toutle",2015,0.493,0.079,0.339,0.492,0.647
"Tilton",2015,0.528,0.016,0.492,0.53,0.558
"Upper Cowlitz and Cispus",2015,0.711,0.014,0.683,0.712,0.739
"Washougal",2015,0.621,0.109,0.397,0.626,0.823
"Coweeman",2016,0.164,0.071,0.053,0.154,0.323
"EF Lewis",2016,0.389,0.153,0.117,0.382,0.695
"Elochoman, Skamokawa",2016,0.351,0.113,0.151,0.345,0.582
"Grays, Chinook",2016,0.571,0.106,0.352,0.576,0.762
"Kalama",2016,0.649,0.164,0.287,0.672,0.903
"Lower Cowlitz",2016,0.101,0.065,0.025,0.084,0.271
"Lower Gorge",2016,0.084,0.046,0.02,0.075,0.196
"Mill, Abernathy, Germany, Coal",2016,0.13,0.012,0.106,0.129,0.154
"NF Lewis",2016,0.633,0.03,0.568,0.635,0.686
"NF Toutle",2016,0.616,0.052,0.513,0.617,0.715
"Salmon Creek",2016,0.069,0.069,0.005,0.046,0.258
"SF Toutle",2016,0.23,0.064,0.118,0.226,0.368
"Tilton",2016,0.618,0.014,0.588,0.619,0.641
"Upper Cowlitz and Cispus",2016,0.906,0.004,0.899,0.906,0.913
"Washougal",2016,0.72,0.071,0.571,0.726,0.845
"Coweeman",2017,0.128,0.084,0.02,0.108,0.335
"EF Lewis",2017,0.374,0.108,0.177,0.368,0.598
"Elochoman, Skamokawa",2017,0.267,0.134,0.061,0.246,0.564
"Grays, Chinook",2017,0.656,0.109,0.427,0.662,0.845
"Kalama",2017,0.591,0.196,0.181,0.613,0.905
"Lower Cowlitz",2017,0.235,0.129,0.05,0.215,0.531
"Lower Gorge",2017,0.16,0.096,0.033,0.14,0.394
"Mill, Abernathy, Germany, Coal",2017,0.083,0.011,0.063,0.083,0.106
"NF Lewis",2017,0.531,0.025,0.475,0.532,0.573
"NF Toutle",2017,0.29,0.13,0.104,0.266,0.615
"Salmon Creek",2017,0.131,0.098,0.014,0.106,0.386
"SF Toutle",2017,0.108,0.074,0.017,0.09,0.299
"Tilton",2017,0.5,0.008,0.483,0.501,0.515
"Upper Cowlitz and Cispus",2017,0.552,0.007,0.537,0.553,0.566
"Washougal",2017,0.751,0.063,0.622,0.754,0.863
"Coweeman",2018,0.263,0.163,0.03,0.24,0.605
"EF Lewis",2018,0.136,0.063,0.04,0.126,0.285
"Elochoman, Skamokawa",2018,0.403,0.132,0.154,0.401,0.661
"Grays, Chinook",2018,0.676,0.112,0.43,0.685,0.865
"Kalama",2018,0.66,0.155,0.311,0.684,0.9
"Lower Cowlitz",2018,0.105,0.07,0.027,0.085,0.289
"Lower Gorge",2018,0.208,0.087,0.068,0.198,0.41
"Mill, Abernathy, Germany, Coal",2018,0.154,0.023,0.114,0.152,0.205
"NF Lewis",2018,0.706,0.046,0.603,0.711,0.782
"NF Toutle",2018,0.289,0.13,0.094,0.269,0.602
"Salmon Creek",2018,0.12,0.068,0.027,0.108,0.279
"SF Toutle",2018,0.101,0.083,0.011,0.077,0.326
"Tilton",2018,0.701,0.01,0.68,0.701,0.719
"Upper Cowlitz and Cispus",2018,0.971,0.002,0.967,0.971,0.975
"Washougal",2018,0.692,0.1,0.473,0.703,0.858
"Coweeman",2019,0.254,0.085,0.107,0.247,0.433
"EF Lewis",2019,0.096,0.056,0.021,0.085,0.241
"Elochoman, Skamokawa",2019,0.365,0.114,0.157,0.361,0.603
"Grays, Chinook",2019,0.554,0.152,0.23,0.566,0.819
"Kalama",2019,0.52,0.18,0.174,0.526,0.851
"Lower Cowlitz",2019,0.08,0.048,0.026,0.067,0.209
"Lower Gorge",2019,0.269,0.102,0.099,0.259,0.487
"Mill, Abernathy, Germany, Coal",2019,0.268,0.022,0.228,0.267,0.313
"NF Lewis",2019,0.552,0.045,0.458,0.554,0.635
"NF Toutle",2019,0.23,0.084,0.093,0.219,0.422
"Salmon Creek",2019,0.115,0.07,0.022,0.099,0.291
"SF Toutle",2019,0.112,0.057,0.03,0.103,0.244
"Tilton",2019,0.783,0.007,0.769,0.783,0.795
"Upper Cowlitz and Cispus",2019,0.633,0.007,0.62,0.633,0.645
"Washougal",2019,0.55,0.087,0.381,0.552,0.713
"Coweeman",2020,0.164,0.071,0.054,0.153,0.328
"EF Lewis",2020,0.098,0.051,0.026,0.09,0.217
"Elochoman, Skamokawa",2020,0.225,0.107,0.061,0.211,0.46
"Grays, Chinook",2020,0.413,0.139,0.151,0.413,0.686
"Kalama",2020,0.73,0.09,0.532,0.741,0.88
"Lower Cowlitz",2020,0.076,0.037,0.034,0.068,0.174
"Lower Gorge",2020,0.11,0.075,0.019,0.092,0.308
"Mill, Abernathy, Germany, Coal",2020,0.126,0.04,0.061,0.122,0.216
"NF Lewis",2020,0.548,0.019,0.518,0.546,0.593
"NF Toutle",2020,0.176,0.06,0.082,0.168,0.312
"Salmon Creek",2020,0.117,0.067,0.025,0.104,0.284
"SF Toutle",2020,0.064,0.034,0.016,0.057,0.149
"Tilton",2020,0.818,0.005,0.809,0.818,0.827
"Upper Cowlitz and Cispus",2020,0.58,0.005,0.571,0.58,0.589
"Washougal",2020,0.611,0.068,0.476,0.614,0.74
"Coweeman",2021,0.21,0.061,0.103,0.206,0.341
"EF Lewis",2021,0.074,0.026,0.032,0.071,0.134
"Elochoman, Skamokawa",2021,0.456,0.049,0.361,0.456,0.55
"Grays, Chinook",2021,0.563,0.068,0.428,0.566,0.694
"Kalama",2021,0.732,0.086,0.541,0.741,0.876
"Lower Cowlitz",2021,0.157,0.041,0.091,0.152,0.248
"Lower Gorge",2021,0.069,0.038,0.017,0.063,0.159
"Mill, Abernathy, Germany, Coal",2021,0.144,0.026,0.098,0.142,0.199
"NF Lewis",2021,0.606,0.026,0.556,0.605,0.659
"NF Toutle",2021,0.154,0.068,0.06,0.142,0.321
"Salmon Creek",2021,0.062,0.046,0.009,0.05,0.183
"SF Toutle",2021,0.113,0.035,0.053,0.11,0.192
"Tilton",2021,0.572,0.012,0.545,0.573,0.593
"Upper Cowlitz and Cispus",2021,0.671,0.004,0.664,0.671,0.678
"Washougal",2021,0.188,0.069,0.074,0.182,0.34
"Coweeman",2022,0.107,0.049,0.034,0.1,0.218
"EF Lewis",2022,0.102,0.049,0.03,0.095,0.219
"Elochoman, Skamokawa",2022,0.173,0.083,0.052,0.16,0.365
"Grays, Chinook",2022,0.406,0.131,0.169,0.401,0.671
"Kalama",2022,0.584,0.073,0.436,0.586,0.721
"Lower Cowlitz",2022,0.153,0.062,0.069,0.141,0.31
"Lower Gorge",2022,0.189,0.098,0.044,0.172,0.424
"Mill, Abernathy, Germany, Coal",2022,0.233,0.04,0.159,0.231,0.317
"NF Lewis",2022,0.594,0.032,0.552,0.588,0.674
"NF Toutle",2022,0.163,0.076,0.055,0.15,0.348
"Salmon Creek",2022,0.082,0.067,0.009,0.063,0.259
"SF Toutle",2022,0.141,0.077,0.034,0.127,0.329
"Tilton",2022,0.553,0.011,0.53,0.554,0.572
"Upper Cowlitz and Cispus",2022,0.508,0.006,0.496,0.508,0.518
"Washougal",2022,0.381,0.092,0.207,0.379,0.565
"Coweeman",2023,0.123,0.06,0.034,0.113,0.261
"EF Lewis",2023,0.178,0.065,0.072,0.17,0.321
"Elochoman, Skamokawa",2023,0.163,0.077,0.044,0.154,0.34
"Grays, Chinook",2023,0.322,0.103,0.14,0.317,0.538
"Kalama",2023,0.53,0.093,0.345,0.532,0.706
"Lower Cowlitz",2023,0.187,0.049,0.125,0.176,0.32
"Lower Gorge",2023,0.098,0.082,0.009,0.076,0.316
"Mill, Abernathy, Germany, Coal",2023,0.14,0.025,0.096,0.139,0.193
"NF Lewis",2023,0.661,0.065,0.584,0.642,0.834
"NF Toutle",2023,0.205,0.056,0.113,0.198,0.331
"Salmon Creek",2023,0.167,0.109,0.023,0.144,0.435
"SF Toutle",2023,0.202,0.054,0.108,0.198,0.318
"Tilton",2023,0.834,0.022,0.777,0.838,0.861
"Upper Cowlitz and Cispus",2023,0.52,0.017,0.476,0.523,0.543
"Washougal",2023,0.281,0.122,0.083,0.268,0.545
