"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lower Gorge",2020,1204,393,621,1140,2214
"Mill, Abernathy, Germany, Coal",2020,1812,177,1490,1802,2182
"NF Lewis",2020,6760,467,6001,6704,7820
"NF Toutle",2020,2115,401,1451,2076,3017
"Salmon Creek",2020,1744,611,887,1654,3186
"SF Toutle",2020,2560,781,1373,2458,4464
"Tilton",2020,2399,49,2303,2399,2495
"Upper Cowlitz and Cispus",2020,8909,95,8723,8909,9098
"Washougal",2020,916,311,488,858,1731
"Coweeman",2021,4900,1016,3249,4792,7323
"EF Lewis",2021,4725,1260,2809,4524,7785
"Elochoman, Skamokawa",2021,1839,452,1153,1774,2915
"Grays, Chinook",2021,1235,300,786,1190,1949
"Kalama",2021,251,113,109,227,540
"Lower Cowlitz",2021,5970,963,4449,5859,8148
"Lower Gorge",2021,1454,478,851,1368,2572
"Mill, Abernathy, Germany, Coal",2021,1756,157,1477,1749,2095
"NF Lewis",2021,4934,503,4144,4870,6086
"NF Toutle",2021,2376,513,1604,2298,3591
"Salmon Creek",2021,1609,508,863,1527,2803
"SF Toutle",2021,2778,817,1625,2637,4741
"Tilton",2021,6391,82,6226,6391,6553
"Upper Cowlitz and Cispus",2021,9664,97,9478,9663,9853
"Washougal",2021,789,242,427,752,1352
"Coweeman",2022,4488,914,3026,4377,6601
"EF Lewis",2022,3257,841,1966,3135,5184
"Elochoman, Skamokawa",2022,1053,325,577,1001,1801
"Grays, Chinook",2022,1071,279,590,1047,1709
"Kalama",2022,265,105,124,245,526
"Lower Cowlitz",2022,4644,769,3394,4543,6391
"Lower Gorge",2022,1421,441,829,1339,2564
"Mill, Abernathy, Germany, Coal",2022,2430,227,2012,2424,2900
"NF Lewis",2022,5786,361,5218,5742,6629
"NF Toutle",2022,2465,438,1759,2422,3460
"Salmon Creek",2022,1259,442,603,1196,2296
"SF Toutle",2022,2063,693,969,1981,3598
"Tilton",2022,7255,86,7086,7255,7428
"Upper Cowlitz and Cispus",2022,11507,110,11293,11506,11728
"Washougal",2022,820,248,448,782,1402
"Coweeman",2023,3514,788,2195,3433,5299
"EF Lewis",2023,1567,495,842,1485,2775
"Elochoman, Skamokawa",2023,1724,453,1054,1658,2825
"Grays, Chinook",2023,1055,332,570,1001,1855
"Kalama",2023,292,152,119,255,681
"Lower Cowlitz",2023,5724,824,4427,5619,7612
"Lower Gorge",2023,981,429,407,908,2004
"Mill, Abernathy, Germany, Coal",2023,2784,231,2344,2774,3246
"NF Lewis",2023,4647,315,4259,4592,5353
"NF Toutle",2023,1896,415,1267,1835,2871
"Salmon Creek",2023,853,491,205,750,2082
"SF Toutle",2023,2018,732,973,1888,3716
"Tilton",2023,1338,39,1261,1338,1415
"Upper Cowlitz and Cispus",2023,6264,88,6090,6264,6433
"Washougal",2023,532,216,213,500,1050
