"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Salmon Creek",2016,0.069,0.082,0.003,0.04,0.309
"SF Toutle",2016,0.221,0.064,0.11,0.216,0.358
"Tilton",2016,0.621,0.013,0.593,0.622,0.643
"Upper Cowlitz and Cispus",2016,0.906,0.004,0.899,0.907,0.913
"Washougal",2016,0.745,0.08,0.576,0.751,0.884
"Coweeman",2017,0.102,0.078,0.012,0.081,0.305
"EF Lewis",2017,0.371,0.109,0.174,0.365,0.596
"Elochoman, Skamokawa",2017,0.224,0.133,0.038,0.2,0.537
"Grays, Chinook",2017,0.766,0.125,0.475,0.786,0.949
"Kalama",2017,0.651,0.234,0.152,0.695,0.969
"Lower Cowlitz",2017,0.198,0.113,0.04,0.177,0.456
"Lower Gorge",2017,0.2,0.126,0.036,0.172,0.508
"Mill, Abernathy, Germany, Coal",2017,0.083,0.012,0.06,0.082,0.108
"NF Lewis",2017,0.547,0.036,0.479,0.546,0.623
"NF Toutle",2017,0.327,0.132,0.109,0.314,0.607
"Salmon Creek",2017,0.12,0.096,0.012,0.094,0.368
"SF Toutle",2017,0.128,0.106,0.013,0.097,0.407
"Tilton",2017,0.501,0.008,0.485,0.502,0.516
"Upper Cowlitz and Cispus",2017,0.553,0.007,0.538,0.553,0.566
"Washougal",2017,0.749,0.067,0.606,0.753,0.866
"Coweeman",2018,0.202,0.163,0.019,0.156,0.628
"EF Lewis",2018,0.126,0.062,0.034,0.117,0.271
"Elochoman, Skamokawa",2018,0.364,0.141,0.123,0.353,0.66
"Grays, Chinook",2018,0.775,0.128,0.474,0.797,0.958
"Kalama",2018,0.659,0.189,0.247,0.684,0.947
"Lower Cowlitz",2018,0.104,0.088,0.017,0.074,0.347
"Lower Gorge",2018,0.215,0.091,0.069,0.204,0.421
"Mill, Abernathy, Germany, Coal",2018,0.153,0.02,0.116,0.153,0.195
"NF Lewis",2018,0.682,0.055,0.568,0.683,0.788
"NF Toutle",2018,0.318,0.134,0.095,0.306,0.608
"Salmon Creek",2018,0.111,0.062,0.024,0.1,0.26
"SF Toutle",2018,0.118,0.113,0.008,0.081,0.437
"Tilton",2018,0.705,0.009,0.686,0.705,0.721
"Upper Cowlitz and Cispus",2018,0.972,0.002,0.967,0.972,0.976
"Washougal",2018,0.735,0.113,0.486,0.748,0.917
"Coweeman",2019,0.295,0.108,0.111,0.285,0.529
"EF Lewis",2019,0.091,0.06,0.015,0.077,0.24
"Elochoman, Skamokawa",2019,0.334,0.125,0.12,0.324,0.6
"Grays, Chinook",2019,0.658,0.203,0.217,0.69,0.953
"Kalama",2019,0.637,0.218,0.17,0.671,0.951
"Lower Cowlitz",2019,0.067,0.046,0.018,0.053,0.192
"Lower Gorge",2019,0.255,0.102,0.089,0.245,0.482
"Mill, Abernathy, Germany, Coal",2019,0.273,0.02,0.235,0.272,0.312
"NF Lewis",2019,0.485,0.054,0.377,0.486,0.59
"NF Toutle",2019,0.224,0.084,0.088,0.214,0.414
"Salmon Creek",2019,0.122,0.079,0.021,0.104,0.317
"SF Toutle",2019,0.096,0.054,0.022,0.086,0.228
"Tilton",2019,0.784,0.007,0.771,0.784,0.796
"Upper Cowlitz and Cispus",2019,0.634,0.007,0.62,0.634,0.646
"Washougal",2019,0.563,0.096,0.368,0.566,0.744
"Coweeman",2020,0.146,0.076,0.034,0.135,0.326
"EF Lewis",2020,0.107,0.082,0.01,0.086,0.319
"Elochoman, Skamokawa",2020,0.141,0.112,0.012,0.112,0.434
"Grays, Chinook",2020,0.406,0.195,0.081,0.39,0.804
"Kalama",2020,0.649,0.111,0.421,0.655,0.846
"Lower Cowlitz",2020,0.078,0.074,0.017,0.053,0.3
"Lower Gorge",2020,0.157,0.131,0.012,0.118,0.498
"Mill, Abernathy, Germany, Coal",2020,0.098,0.047,0.029,0.09,0.209
"NF Lewis",2020,0.425,0.029,0.369,0.425,0.482
"NF Toutle",2020,0.175,0.07,0.071,0.163,0.343
"Salmon Creek",2020,0.153,0.089,0.029,0.136,0.362
"SF Toutle",2020,0.029,0.026,0.002,0.021,0.1
"Tilton",2020,0.793,0.028,0.719,0.8,0.827
"Upper Cowlitz and Cispus",2020,0.566,0.023,0.506,0.571,0.592
"Washougal",2020,0.574,0.082,0.412,0.576,0.73
