"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2014,0.167,0.033,0.108,0.166,0.237
"EF Lewis",2014,0.189,0.064,0.082,0.183,0.332
"Elochoman, Skamokawa",2014,0.346,0.043,0.263,0.345,0.432
"Grays, Chinook",2014,0.361,0.078,0.218,0.358,0.521
"Kalama",2014,0.906,0.027,0.846,0.908,0.952
"Lower Cowlitz",2014,0.051,0.017,0.028,0.047,0.092
"Lower Gorge",2014,0.302,0.089,0.145,0.296,0.493
"Mill, Abernathy, Germany, Coal",2014,0.121,0.009,0.104,0.121,0.139
"NF Lewis",2014,0.651,0.024,0.6,0.652,0.696
"NF Toutle",2014,0.325,0.037,0.256,0.324,0.401
"Salmon Creek",2014,0.023,0.024,0.001,0.015,0.089
"SF Toutle",2014,0.192,0.022,0.15,0.192,0.238
"Tilton",2014,0.355,0.007,0.341,0.355,0.368
"Upper Cowlitz and Cispus",2014,0.767,0.003,0.761,0.767,0.773
"Washougal",2014,0.71,0.055,0.595,0.712,0.812
"Coweeman",2015,0.223,0.086,0.081,0.214,0.414
"EF Lewis",2015,0.252,0.127,0.063,0.232,0.538
"Elochoman, Skamokawa",2015,0.461,0.128,0.223,0.457,0.716
"Grays, Chinook",2015,0.641,0.148,0.325,0.651,0.89
"Kalama",2015,0.892,0.043,0.792,0.898,0.959
"Lower Cowlitz",2015,0.089,0.052,0.028,0.075,0.23
"Lower Gorge",2015,0.142,0.081,0.032,0.126,0.342
"Mill, Abernathy, Germany, Coal",2015,0.069,0.016,0.041,0.068,0.103
"NF Lewis",2015,0.791,0.027,0.731,0.792,0.839
"NF Toutle",2015,0.546,0.103,0.342,0.548,0.739
"Salmon Creek",2015,0.045,0.06,0.001,0.023,0.213
"SF Toutle",2015,0.486,0.082,0.329,0.486,0.646
"Tilton",2015,0.533,0.016,0.499,0.534,0.561
"Upper Cowlitz and Cispus",2015,0.715,0.013,0.688,0.715,0.741
"Washougal",2015,0.686,0.121,0.428,0.697,0.889
"Coweeman",2016,0.155,0.069,0.047,0.146,0.311
"EF Lewis",2016,0.505,0.188,0.153,0.504,0.847
"Elochoman, Skamokawa",2016,0.403,0.133,0.161,0.397,0.671
"Grays, Chinook",2016,0.6,0.124,0.349,0.606,0.822
"Kalama",2016,0.676,0.198,0.23,0.713,0.953
"Lower Cowlitz",2016,0.096,0.061,0.025,0.08,0.258
"Lower Gorge",2016,0.081,0.045,0.019,0.071,0.192
"Mill, Abernathy, Germany, Coal",2016,0.13,0.013,0.105,0.129,0.157
"NF Lewis",2016,0.65,0.031,0.585,0.651,0.709
"NF Toutle",2016,0.603,0.062,0.47,0.606,0.715
"Salmon Creek",2016,0.069,0.077,0.003,0.041,0.283
"SF Toutle",2016,0.221,0.063,0.111,0.217,0.355
"Tilton",2016,0.621,0.013,0.593,0.622,0.644
"Upper Cowlitz and Cispus",2016,0.907,0.004,0.899,0.907,0.913
"Washougal",2016,0.744,0.079,0.573,0.75,0.88
"Coweeman",2017,0.106,0.078,0.014,0.086,0.307
"EF Lewis",2017,0.368,0.112,0.169,0.363,0.596
"Elochoman, Skamokawa",2017,0.231,0.133,0.044,0.207,0.549
"Grays, Chinook",2017,0.765,0.123,0.482,0.784,0.943
"Kalama",2017,0.66,0.226,0.162,0.705,0.966
"Lower Cowlitz",2017,0.197,0.109,0.042,0.18,0.449
"Lower Gorge",2017,0.193,0.12,0.037,0.165,0.488
"Mill, Abernathy, Germany, Coal",2017,0.083,0.012,0.061,0.082,0.108
"NF Lewis",2017,0.55,0.034,0.485,0.549,0.62
"NF Toutle",2017,0.329,0.125,0.117,0.319,0.589
"Salmon Creek",2017,0.115,0.09,0.012,0.091,0.348
"SF Toutle",2017,0.135,0.106,0.015,0.106,0.409
"Tilton",2017,0.502,0.008,0.486,0.502,0.516
"Upper Cowlitz and Cispus",2017,0.553,0.007,0.538,0.553,0.566
"Washougal",2017,0.749,0.067,0.608,0.753,0.865
"Coweeman",2018,0.209,0.162,0.022,0.162,0.628
"EF Lewis",2018,0.129,0.063,0.036,0.119,0.275
"Elochoman, Skamokawa",2018,0.365,0.14,0.124,0.354,0.662
"Grays, Chinook",2018,0.777,0.126,0.484,0.798,0.958
"Kalama",2018,0.666,0.188,0.257,0.693,0.947
"Lower Cowlitz",2018,0.112,0.085,0.022,0.085,0.346
"Lower Gorge",2018,0.21,0.089,0.069,0.2,0.41
"Mill, Abernathy, Germany, Coal",2018,0.153,0.02,0.116,0.152,0.195
"NF Lewis",2018,0.699,0.052,0.59,0.701,0.799
"NF Toutle",2018,0.319,0.13,0.101,0.308,0.59
"Salmon Creek",2018,0.108,0.061,0.024,0.097,0.253
"SF Toutle",2018,0.127,0.112,0.012,0.093,0.428
"Tilton",2018,0.705,0.009,0.686,0.705,0.721
"Upper Cowlitz and Cispus",2018,0.972,0.002,0.967,0.972,0.976
"Washougal",2018,0.733,0.113,0.48,0.747,0.913
"Coweeman",2019,0.297,0.107,0.113,0.287,0.529
"EF Lewis",2019,0.094,0.058,0.019,0.081,0.242
"Elochoman, Skamokawa",2019,0.354,0.124,0.14,0.346,0.614
"Grays, Chinook",2019,0.676,0.19,0.248,0.707,0.949
"Kalama",2019,0.65,0.211,0.2,0.684,0.953
"Lower Cowlitz",2019,0.077,0.046,0.023,0.065,0.199
"Lower Gorge",2019,0.236,0.096,0.082,0.225,0.448
"Mill, Abernathy, Germany, Coal",2019,0.273,0.02,0.236,0.273,0.313
"NF Lewis",2019,0.512,0.05,0.41,0.512,0.608
"NF Toutle",2019,0.227,0.08,0.095,0.219,0.403
"Salmon Creek",2019,0.112,0.073,0.02,0.097,0.298
"SF Toutle",2019,0.112,0.057,0.03,0.102,0.247
"Tilton",2019,0.784,0.006,0.771,0.785,0.796
"Upper Cowlitz and Cispus",2019,0.634,0.007,0.62,0.634,0.646
"Washougal",2019,0.567,0.095,0.375,0.569,0.749
"Coweeman",2020,0.16,0.073,0.05,0.149,0.328
"EF Lewis",2020,0.106,0.06,0.024,0.095,0.254
"Elochoman, Skamokawa",2020,0.203,0.111,0.044,0.185,0.47
"Grays, Chinook",2020,0.454,0.169,0.148,0.449,0.785
"Kalama",2020,0.669,0.103,0.456,0.675,0.851
"Lower Cowlitz",2020,0.087,0.054,0.029,0.071,0.236
"Lower Gorge",2020,0.101,0.082,0.012,0.077,0.321
"Mill, Abernathy, Germany, Coal",2020,0.115,0.045,0.047,0.109,0.219
"NF Lewis",2020,0.447,0.026,0.397,0.446,0.5
"NF Toutle",2020,0.183,0.068,0.079,0.173,0.343
"Salmon Creek",2020,0.114,0.071,0.019,0.1,0.294
"SF Toutle",2020,0.061,0.035,0.014,0.054,0.149
"Tilton",2020,0.819,0.004,0.81,0.819,0.828
"Upper Cowlitz and Cispus",2020,0.581,0.004,0.572,0.581,0.589
"Washougal",2020,0.575,0.07,0.434,0.576,0.709
"Coweeman",2021,0.222,0.067,0.108,0.218,0.366
"EF Lewis",2021,0.069,0.026,0.028,0.066,0.127
"Elochoman, Skamokawa",2021,0.46,0.05,0.363,0.46,0.56
"Grays, Chinook",2021,0.548,0.07,0.409,0.549,0.683
"Kalama",2021,0.779,0.095,0.568,0.79,0.929
"Lower Cowlitz",2021,0.139,0.049,0.063,0.131,0.252
"Lower Gorge",2021,0.048,0.034,0.007,0.04,0.132
"Mill, Abernathy, Germany, Coal",2021,0.146,0.028,0.097,0.144,0.205
"NF Lewis",2021,0.633,0.027,0.581,0.634,0.684
"NF Toutle",2021,0.166,0.087,0.051,0.147,0.378
"Salmon Creek",2021,0.052,0.049,0.003,0.037,0.185
"SF Toutle",2021,0.108,0.035,0.048,0.105,0.185
"Tilton",2021,0.586,0.032,0.507,0.593,0.628
"Upper Cowlitz and Cispus",2021,0.657,0.019,0.607,0.661,0.679
"Washougal",2021,0.158,0.073,0.047,0.148,0.329
