"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"SF Toutle",2014,0.497,0.026,0.447,0.497,0.547
"Coweeman",2014,0.509,0.034,0.442,0.509,0.576
"Kalama",2014,0.535,0.035,0.466,0.535,0.605
"Lower Lewis",2014,0.457,0.036,0.387,0.457,0.528
"Upper NF Lewis",2014,0.476,0.052,0.373,0.475,0.578
"Cedar",2014,0.479,0.045,0.392,0.479,0.569
"EF Lewis",2014,0.446,0.039,0.369,0.446,0.523
"Salmon Creek",2014,0.458,0.048,0.364,0.457,0.552
"Washougal",2014,0.474,0.038,0.4,0.475,0.55
"Lower Gorge",2014,0.523,0.041,0.443,0.523,0.605
"Duncan_Above Weir",2014,0.505,0.042,0.424,0.505,0.588
"Grays_Chinook",2015,0.474,0.043,0.389,0.474,0.559
"Elochoman_Skamokawa",2015,0.485,0.048,0.39,0.485,0.58
"Abernathy",2015,0.469,0.038,0.394,0.469,0.543
"Abernathy_Above AFTC",2015,0.44,0.038,0.365,0.44,0.516
"Mill",2015,0.463,0.039,0.387,0.463,0.538
"Germany",2015,0.47,0.039,0.395,0.471,0.546
"Upper Cowlitz and Cispus",2015,0.475,0.054,0.371,0.475,0.582
"Tilton",2015,0.476,0.053,0.373,0.476,0.579
"Lower Cowlitz",2015,0.484,0.052,0.385,0.483,0.584
"Delameter_Above Weir",2015,0.436,0.049,0.341,0.436,0.533
"Lacamas_Above Weir",2015,0.472,0.054,0.367,0.472,0.58
"Olequa_Above Weir",2015,0.484,0.053,0.383,0.483,0.59
"Ostrander_Above Weir",2015,0.457,0.048,0.363,0.457,0.553
"Green",2015,0.458,0.051,0.357,0.457,0.559
"Upper NF Toutle",2015,0.476,0.053,0.371,0.476,0.58
"NF_MS Toutle",2015,0.499,0.05,0.402,0.498,0.599
"SF Toutle",2015,0.511,0.046,0.422,0.511,0.602
"Coweeman",2015,0.463,0.048,0.371,0.463,0.557
"Kalama",2015,0.485,0.044,0.401,0.484,0.571
"Lower Lewis",2015,0.465,0.053,0.362,0.465,0.572
"Upper NF Lewis",2015,0.475,0.052,0.372,0.476,0.578
"Cedar",2015,0.463,0.053,0.358,0.462,0.569
"EF Lewis",2015,0.484,0.05,0.384,0.484,0.582
"Salmon Creek",2015,0.48,0.053,0.376,0.48,0.584
"Washougal",2015,0.487,0.05,0.39,0.486,0.586
"Lower Gorge",2015,0.499,0.049,0.405,0.498,0.597
"Duncan_Above Weir",2015,0.453,0.05,0.355,0.453,0.552
"Grays_Chinook",2016,0.471,0.027,0.418,0.471,0.526
"Elochoman_Skamokawa",2016,0.455,0.048,0.36,0.455,0.549
"Abernathy",2016,0.536,0.028,0.481,0.536,0.591
"Abernathy_Above AFTC",2016,0.538,0.027,0.485,0.538,0.592
"Mill",2016,0.532,0.028,0.476,0.532,0.588
"Germany",2016,0.524,0.029,0.468,0.524,0.58
"Upper Cowlitz and Cispus",2016,0.476,0.053,0.371,0.475,0.581
"Tilton",2016,0.476,0.054,0.37,0.475,0.58
"Lower Cowlitz",2016,0.479,0.047,0.388,0.479,0.572
"Delameter_Above Weir",2016,0.489,0.046,0.399,0.488,0.581
"Lacamas_Above Weir",2016,0.48,0.052,0.376,0.48,0.582
"Olequa_Above Weir",2016,0.46,0.052,0.359,0.461,0.562
"Ostrander_Above Weir",2016,0.511,0.046,0.422,0.51,0.606
"Green",2016,0.549,0.038,0.475,0.549,0.623
"Upper NF Toutle",2016,0.475,0.054,0.368,0.476,0.582
"NF_MS Toutle",2016,0.478,0.053,0.374,0.477,0.583
"SF Toutle",2016,0.499,0.044,0.414,0.498,0.586
"Coweeman",2016,0.467,0.046,0.378,0.467,0.56
"Kalama",2016,0.482,0.053,0.38,0.482,0.588
"Lower Lewis",2016,0.454,0.051,0.355,0.454,0.553
"Upper NF Lewis",2016,0.475,0.053,0.369,0.475,0.579
"Cedar",2016,0.459,0.049,0.361,0.459,0.554
"EF Lewis",2016,0.445,0.05,0.348,0.445,0.541
"Salmon Creek",2016,0.49,0.053,0.39,0.49,0.597
"Washougal",2016,0.478,0.046,0.389,0.478,0.569
"Lower Gorge",2016,0.498,0.044,0.412,0.498,0.586
"Duncan_Above Weir",2016,0.469,0.05,0.372,0.469,0.567
"Grays_Chinook",2017,0.498,0.035,0.429,0.497,0.568
"Elochoman_Skamokawa",2017,0.483,0.048,0.387,0.483,0.578
"Abernathy",2017,0.457,0.031,0.397,0.457,0.516
"Abernathy_Above AFTC",2017,0.462,0.03,0.403,0.461,0.52
"Mill",2017,0.461,0.031,0.4,0.461,0.522
"Germany",2017,0.47,0.031,0.41,0.471,0.532
"Upper Cowlitz and Cispus",2017,0.475,0.054,0.37,0.475,0.583
"Tilton",2017,0.475,0.054,0.371,0.475,0.583
"Lower Cowlitz",2017,0.484,0.047,0.393,0.483,0.576
"Delameter_Above Weir",2017,0.427,0.052,0.324,0.428,0.529
"Lacamas_Above Weir",2017,0.486,0.051,0.387,0.485,0.587
"Olequa_Above Weir",2017,0.474,0.052,0.371,0.473,0.578
"Ostrander_Above Weir",2017,0.503,0.049,0.407,0.502,0.602
"Green",2017,0.458,0.05,0.36,0.459,0.557
"Upper NF Toutle",2017,0.475,0.053,0.372,0.475,0.58
"NF_MS Toutle",2017,0.468,0.054,0.362,0.469,0.575
"SF Toutle",2017,0.445,0.054,0.336,0.446,0.548
"Coweeman",2017,0.469,0.05,0.37,0.469,0.571
"Kalama",2017,0.495,0.052,0.394,0.494,0.596
"Lower Lewis",2017,0.488,0.05,0.39,0.488,0.587
"Upper NF Lewis",2017,0.475,0.053,0.371,0.475,0.582
"Cedar",2017,0.412,0.054,0.302,0.413,0.517
"EF Lewis",2017,0.479,0.046,0.388,0.478,0.572
"Salmon Creek",2017,0.488,0.051,0.388,0.488,0.59
"Washougal",2017,0.462,0.043,0.378,0.462,0.547
"Lower Gorge",2017,0.479,0.051,0.378,0.479,0.581
"Duncan_Above Weir",2017,0.479,0.05,0.382,0.479,0.577
"Grays_Chinook",2018,0.502,0.037,0.431,0.501,0.575
"Elochoman_Skamokawa",2018,0.514,0.048,0.423,0.513,0.61
"Abernathy",2018,0.429,0.035,0.36,0.429,0.498
"Abernathy_Above AFTC",2018,0.453,0.035,0.384,0.453,0.52
"Mill",2018,0.441,0.036,0.37,0.441,0.511
"Germany",2018,0.452,0.036,0.382,0.452,0.521
"Upper Cowlitz and Cispus",2018,0.476,0.054,0.367,0.477,0.582
"Tilton",2018,0.476,0.054,0.37,0.476,0.582
"Lower Cowlitz",2018,0.468,0.051,0.368,0.469,0.568
"Delameter_Above Weir",2018,0.493,0.047,0.4,0.493,0.586
"Lacamas_Above Weir",2018,0.472,0.053,0.367,0.472,0.577
"Olequa_Above Weir",2018,0.483,0.051,0.382,0.483,0.584
"Ostrander_Above Weir",2018,0.467,0.052,0.366,0.467,0.57
"Green",2018,0.486,0.052,0.383,0.486,0.589
"Upper NF Toutle",2018,0.476,0.053,0.373,0.476,0.579
"NF_MS Toutle",2018,0.472,0.054,0.368,0.472,0.577
"SF Toutle",2018,0.461,0.053,0.354,0.461,0.566
"Coweeman",2018,0.497,0.05,0.4,0.496,0.597
"Kalama",2018,0.472,0.05,0.374,0.472,0.571
"Lower Lewis",2018,0.482,0.052,0.382,0.483,0.583
"Upper NF Lewis",2018,0.475,0.053,0.371,0.476,0.58
"Cedar",2018,0.449,0.053,0.345,0.448,0.554
"EF Lewis",2018,0.482,0.046,0.391,0.482,0.574
"Salmon Creek",2018,0.472,0.047,0.379,0.472,0.566
"Washougal",2018,0.489,0.048,0.395,0.489,0.585
"Lower Gorge",2018,0.466,0.044,0.381,0.466,0.553
"Duncan_Above Weir",2018,0.459,0.051,0.358,0.459,0.557
"Grays_Chinook",2019,0.47,0.039,0.394,0.47,0.546
"Elochoman_Skamokawa",2019,0.426,0.039,0.35,0.426,0.501
"Abernathy",2019,0.501,0.029,0.445,0.501,0.559
"Abernathy_Above AFTC",2019,0.502,0.028,0.448,0.502,0.557
"Mill",2019,0.485,0.029,0.427,0.486,0.542
"Germany",2019,0.481,0.029,0.425,0.481,0.538
"Upper Cowlitz and Cispus",2019,0.475,0.054,0.368,0.475,0.582
"Tilton",2019,0.476,0.052,0.374,0.476,0.579
"Lower Cowlitz",2019,0.452,0.046,0.361,0.452,0.543
"Delameter_Above Weir",2019,0.426,0.052,0.326,0.427,0.528
"Lacamas_Above Weir",2019,0.474,0.052,0.371,0.474,0.578
"Olequa_Above Weir",2019,0.471,0.054,0.367,0.471,0.579
"Ostrander_Above Weir",2019,0.428,0.047,0.334,0.428,0.521
"Green",2019,0.48,0.048,0.386,0.48,0.575
"Upper NF Toutle",2019,0.476,0.054,0.371,0.476,0.581
"NF_MS Toutle",2019,0.492,0.053,0.39,0.491,0.596
"SF Toutle",2019,0.486,0.046,0.395,0.486,0.576
"Coweeman",2019,0.454,0.049,0.359,0.454,0.55
"Kalama",2019,0.46,0.048,0.364,0.46,0.555
"Lower Lewis",2019,0.442,0.044,0.355,0.442,0.528
"Upper NF Lewis",2019,0.476,0.054,0.37,0.475,0.582
"Cedar",2019,0.46,0.051,0.359,0.46,0.558
"EF Lewis",2019,0.465,0.046,0.374,0.465,0.554
"Salmon Creek",2019,0.491,0.05,0.392,0.491,0.59
"Washougal",2019,0.481,0.044,0.396,0.481,0.568
"Lower Gorge",2019,0.412,0.035,0.346,0.412,0.48
"Duncan_Above Weir",2019,0.502,0.041,0.424,0.502,0.583
"Grays_Chinook",2020,0.462,0.039,0.385,0.463,0.539
"Elochoman_Skamokawa",2020,0.415,0.04,0.337,0.415,0.491
"Abernathy",2020,0.446,0.051,0.348,0.446,0.548
"Abernathy_Above AFTC",2020,0.465,0.049,0.369,0.465,0.564
"Mill",2020,0.481,0.05,0.385,0.48,0.58
"Germany",2020,0.482,0.051,0.384,0.482,0.583
"Upper Cowlitz and Cispus",2020,0.476,0.054,0.369,0.476,0.58
"Tilton",2020,0.475,0.053,0.371,0.475,0.579
"Lower Cowlitz",2020,0.45,0.047,0.358,0.45,0.543
"Delameter_Above Weir",2020,0.488,0.049,0.393,0.488,0.583
"Lacamas_Above Weir",2020,0.486,0.052,0.384,0.486,0.588
"Olequa_Above Weir",2020,0.453,0.05,0.354,0.453,0.553
"Ostrander_Above Weir",2020,0.439,0.048,0.343,0.44,0.533
"Green",2020,0.484,0.043,0.401,0.484,0.569
"Upper NF Toutle",2020,0.475,0.053,0.371,0.475,0.58
"NF_MS Toutle",2020,0.49,0.052,0.386,0.489,0.594
"SF Toutle",2020,0.47,0.045,0.381,0.47,0.558
"Coweeman",2020,0.487,0.048,0.394,0.486,0.582
"Kalama",2020,0.528,0.049,0.433,0.528,0.626
"Lower Lewis",2020,0.535,0.028,0.48,0.535,0.591
"Upper NF Lewis",2020,0.475,0.053,0.372,0.475,0.581
"Cedar",2020,0.57,0.024,0.523,0.57,0.617
"EF Lewis",2020,0.455,0.041,0.375,0.454,0.535
"Salmon Creek",2020,0.465,0.05,0.364,0.465,0.565
"Washougal",2020,0.501,0.041,0.422,0.501,0.582
"Lower Gorge",2020,0.448,0.047,0.355,0.448,0.541
"Duncan_Above Weir",2020,0.403,0.049,0.306,0.403,0.497
"Grays_Chinook",2021,0.481,0.021,0.441,0.481,0.523
"Elochoman_Skamokawa",2021,0.457,0.028,0.401,0.457,0.513
"Abernathy",2021,0.476,0.051,0.378,0.476,0.578
"Abernathy_Above AFTC",2021,0.477,0.051,0.378,0.476,0.579
"Mill",2021,0.469,0.052,0.367,0.469,0.573
"Germany",2021,0.457,0.053,0.353,0.458,0.561
"Upper Cowlitz and Cispus",2021,0.475,0.054,0.371,0.475,0.582
"Tilton",2021,0.475,0.054,0.368,0.475,0.583
"Lower Cowlitz",2021,0.428,0.033,0.362,0.428,0.493
"Delameter_Above Weir",2021,0.408,0.047,0.316,0.408,0.499
"Lacamas_Above Weir",2021,0.467,0.053,0.363,0.468,0.573
"Olequa_Above Weir",2021,0.446,0.051,0.346,0.446,0.545
"Ostrander_Above Weir",2021,0.476,0.045,0.389,0.476,0.565
"Green",2021,0.492,0.038,0.417,0.492,0.566
"Upper NF Toutle",2021,0.476,0.052,0.37,0.475,0.579
"NF_MS Toutle",2021,0.466,0.053,0.359,0.466,0.572
"SF Toutle",2021,0.525,0.04,0.447,0.526,0.605
"Coweeman",2021,0.447,0.044,0.36,0.448,0.533
"Kalama",2021,0.499,0.049,0.403,0.498,0.595
"Lower Lewis",2021,0.468,0.052,0.366,0.468,0.573
"Upper NF Lewis",2021,0.476,0.053,0.372,0.476,0.581
"Cedar",2021,0.511,0.043,0.428,0.511,0.594
"EF Lewis",2021,0.42,0.035,0.352,0.419,0.486
"Salmon Creek",2021,0.441,0.05,0.341,0.442,0.537
"Washougal",2021,0.471,0.048,0.376,0.471,0.567
"Lower Gorge",2021,0.487,0.041,0.408,0.487,0.568
"Duncan_Above Weir",2021,0.45,0.038,0.375,0.45,0.523
